pmc_index	pmcc_index	mc7	mc8	mc8o	mc9	mc10	mc11	mc12	pmcc_id	pmcc_uuid	pmcc_submission_time	pmcc_parent_table_name	pmcc_parent_index	pmcc_tags	pmcc_notes	pmcc_version	pmcc_duration	pmcc_submitted_by
669.0	697	"vegetables"	"fiwi"		1	0	120.0	17				"rgrp2"	669					
670.0	698	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	670					
671.0	699	"cereals"	"maize"		3	0	18.0	1				"rgrp2"	671					
671.0	700	"legumes_oilseeds"	"beans"		4	1	1.0	1				"rgrp2"	671					
671.0	701	"legumes_oilseeds"	"sunflower"		4	0	5.0	10				"rgrp2"	671					
672.0	702	"cereals"	"maize"		3	0	3.0	1				"rgrp2"	672					
672.0	703	"legumes_oilseeds"	"beans"		3	1	2.0	1				"rgrp2"	672					
672.0	704	"legumes_oilseeds"	"sunflower"		4	0	3.0	10				"rgrp2"	672					
673.0	705	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	673					
674.0	706	"cereals"	"maize"		1	0	4.0	1				"rgrp2"	674					
676.0	707	"cereals"	"maize"		2	0	14.0	1				"rgrp2"	676					
676.0	708	"legumes_oilseeds"	"beans"		5	1	1.0	10				"rgrp2"	676					
679.0	709	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	679					
680.0	710	"cereals"	"maize"		3	0	5.0	1				"rgrp2"	680					
680.0	711	"legumes_oilseeds"	"sunflower"		4	0	2.0	10				"rgrp2"	680					
680.0	712	"legumes_oilseeds"	"beans"		4	1	4.0	10				"rgrp2"	680					
681.0	713	"cereals"	"maize"		2	0	1.0	1				"rgrp2"	681					
681.0	714	"legumes_oilseeds"	"beans"		4	1	1.0	10				"rgrp2"	681					
682.0	715	"cereals"	"maize"		1	0	6.0	1				"rgrp2"	682					
683.0	716	"cereals"	"maize"		1	0	30.0	1				"rgrp2"	683					
684.0	717	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	684					
685.0	718	"cash_other"	"sugar_cane"		1	0	2500.0	23				"rgrp2"	685					
687.0	719	"cereals"	"maize"		3	0	30.0	1				"rgrp2"	687					
687.0	720	"legumes_oilseeds"	"beans"		4	1	4.0	10				"rgrp2"	687					
687.0	721	"legumes_oilseeds"	"sunflower"		4	0	5.0	10				"rgrp2"	687					
688.0	722	"cereals"	"maize"		3	0	2.0	1				"rgrp2"	688					
688.0	723	"legumes_oilseeds"	"beans"		4	1	2.0	10				"rgrp2"	688					
688.0	724	"legumes_oilseeds"	"sunflower"		4	0	2.0	10				"rgrp2"	688					
690.0	725	"roots_tubers"	"sweet_potatoes"		1	0	2.0	10				"rgrp2"	690					
691.0	726	"cereals"	"maize"		2	0	25.0	0				"rgrp2"	691					
691.0	727	"legumes_oilseeds"	"beans"		4	1	3.0	10				"rgrp2"	691					
692.0	728	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	692					
694.0	729	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	694					
697.0	730	"cereals"	"maize"		1	0	4.0	0				"rgrp2"	697					
698.0	731	"cereals"	"maize"		1	0	45.0	0				"rgrp2"	698					
699.0	732	"cereals"	"maize"		1	0	20.0	0				"rgrp2"	699					
701.0	733	"cereals"	"maize"		3	0	5.0	0				"rgrp2"	701					
701.0	734	"legumes_oilseeds"	"cowpeas"		3	0	3.0	10				"rgrp2"	701					
702.0	735	"cereals"	"maize"		1	0	20.0	0				"rgrp2"	702					
703.0	736	"cereals"	"maize"		1	0	13.0	0				"rgrp2"	703					
704.0	737	"cereals"	"maize"		1	0	13.0	0				"rgrp2"	704					
705.0	738	"cereals"	"maize"		1	0	10.0	0				"rgrp2"	705					
706.0	739	"cereals"	"maize"		3	0	8.0	0				"rgrp2"	706					
706.0	740	"legumes_oilseeds"	"beans"		3	1	6.0	10				"rgrp2"	706					
707.0	741	"cereals"	"maize"		2	0	5.0	0				"rgrp2"	707					
707.0	742	"legumes_oilseeds"	"sunflower"		4	0	3.0	1				"rgrp2"	707					
708.0	743	"cereals"	"maize"		2	0	7.0	0				"rgrp2"	708					
708.0	744	"legumes_oilseeds"	"sunflower"		4	0	3.0	1				"rgrp2"	708					
710.0	745	"vegetables"	"tomatoes"		1	1	368.0	10				"rgrp2"	710					
711.0	746	"cereals"	"maize"		1	0	23.0	1				"rgrp2"	711					
712.0	747	"cereals"	"finger_millet"		1	0	3.0	1				"rgrp2"	712					
714.0	748	"cereals"	"maize"		1	0	10.0	10				"rgrp2"	714					
715.0	749	"cereals"	"maize"		1	0	25.0	1				"rgrp2"	715					
716.0	750	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	716					
717.0	751	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	717					
719.0	752	"cereals"	"maize"		2	1	3.0	10				"rgrp2"	719					
719.0	753	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	719					
720.0	754	"cereals"	"maize"		2	0	3.0	0				"rgrp2"	720					
720.0	755	"legumes_oilseeds"	"sunflower"		4	0	2.0	2				"rgrp2"	720					
721.0	756	"legumes_oilseeds"	"sunflower"		1	0	1.0	2				"rgrp2"	721					
722.0	757	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	722					
723.0	758	"cereals"	"maize"		2	0	10.0	0				"rgrp2"	723					
723.0	759	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	723					
724.0	760	"cereals"	"maize"		3	0	5.0	0				"rgrp2"	724					
724.0	761	"legumes_oilseeds"	"sunflower"		3	0	5.0	2				"rgrp2"	724					
725.0	762	"vegetables"	"tomatoes"		3	0	150.0	4				"rgrp2"	725					
725.0	763	"roots_tubers"	"onions"		3	0	350.0	10				"rgrp2"	725					
726.0	764	"cereals"	"maize"		1	0	50.0	1				"rgrp2"	726					
727.0	765	"cereals"	"maize"		1	0	3.0	10				"rgrp2"	727					
728.0	766	"cereals"	"maize"		1	0	140.0	10				"rgrp2"	728					
729.0	767	"vegetables"	"tomatoes"		1	1	195.0	10				"rgrp2"	729					
731.0	768	"cereals"	"maize"		2	0	6.0	10				"rgrp2"	731					
731.0	769	"legumes_oilseeds"	"sunflower"		4	0	1.0	10				"rgrp2"	731					
733.0	770	"cereals"	"maize"		1	0	7.0	10				"rgrp2"	733					
734.0	771	"legumes_oilseeds"	"sunflower"		1	0	10.0	2				"rgrp2"	734					
735.0	772	"cereals"	"maize"		2	0	14.0	1				"rgrp2"	735					
735.0	773	"legumes_oilseeds"	"sunflower"		4	0	7.0	10				"rgrp2"	735					
736.0	774	"cereals"	"maize"		2	0	8.0	1				"rgrp2"	736					
736.0	775	"legumes_oilseeds"	"sunflower"		4	0	1.0	1				"rgrp2"	736					
738.0	776	"cereals"	"maize"		1	0	30.0	0				"rgrp2"	738					
739.0	777	"vegetables"	"tomatoes"		1	0	250.0	14				"rgrp2"	739					
741.0	778	"cereals"	"maize"		1	0	50.0	0				"rgrp2"	741					
742.0	779	"cereals"	"maize"		1	0	30.0	0				"rgrp2"	742					
743.0	780	"cereals"	"maize"		1	0	10.0	0				"rgrp2"	743					
744.0	781	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	744					
746.0	782	"cereals"	"maize"		2	0	4.0	0				"rgrp2"	746					
746.0	783	"legumes_oilseeds"	"sunflower"		4	0	2.0	10				"rgrp2"	746					
747.0	784	"cereals"	"maize"		1	1	10.0	8				"rgrp2"	747					
748.0	785	"cereals"	"maize"		2	0	5.0	0				"rgrp2"	748					
749.0	786	"legumes_oilseeds"	"sunflower"		1	0	4.0	0				"rgrp2"	749					
750.0	787	"cereals"	"maize"		1	0	7.0	0				"rgrp2"	750					
751.0	788	"cereals"	"maize"		3	0	3.0	1				"rgrp2"	751					
751.0	789	"legumes_oilseeds"	"sunflower"		3	0	1.5	2				"rgrp2"	751					
752.0	790	"cereals"	"maize"		1	0	30.0	1				"rgrp2"	752					
753.0	791	"cereals"	"maize"		1	0	20.0	1				"rgrp2"	753					
754.0	792	"vegetables"	"tomatoes"		1	1	723.0	10				"rgrp2"	754					
756.0	793	"vegetables"	"tomatoes"		1	0	600.0	10				"rgrp2"	756					
758.0	794	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	758					
758.0	795	"legumes_oilseeds"	"cowpeas"		3	0	1.0	10				"rgrp2"	758					
759.0	796	"vegetables"	"tomatoes"		1	1	3.0	10				"rgrp2"	759					
760.0	797	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	760					
760.0	798	"legumes_oilseeds"	"cowpeas"		3	0	2.0	10				"rgrp2"	760					
763.0	799	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	763					
766.0	800	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	766					
766.0	801	"legumes_oilseeds"	"cowpeas"		3	0	3.0	10				"rgrp2"	766					
767.0	802	"cereals"	"maize"		3	0	4.0	0				"rgrp2"	767					
767.0	803	"legumes_oilseeds"	"sunflower"		3	0	2.0	0				"rgrp2"	767					
768.0	804	"cereals"	"maize"		4	0	2.0	10				"rgrp2"	768					
768.0	805	"vegetables"	"pumpkins"		2	0	20.0	23				"rgrp2"	768					
769.0	806	"cereals"	"maize"		2	0	5.0	0				"rgrp2"	769					
769.0	807	"legumes_oilseeds"	"sunflower"		4	0	5.0	0				"rgrp2"	769					
770.0	808	"cereals"	"maize"		2	0	7.0	0				"rgrp2"	770					
770.0	809	"legumes_oilseeds"	"sunflower"		4	0	5.0	0				"rgrp2"	770					
771.0	810	"cereals"	"maize"		2	0	4.0	0				"rgrp2"	771					
771.0	811	"legumes_oilseeds"	"cowpeas"		4	0	2.0	10				"rgrp2"	771					
772.0	812	"cereals"	"maize"		1	0	10.0	0				"rgrp2"	772					
773.0	813	"cereals"	"maize"		3	0	4.0	0				"rgrp2"	773					
773.0	814	"legumes_oilseeds"	"cowpeas"		4	0	2.0	10				"rgrp2"	773					
773.0	815	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	773					
776.0	816	"cereals"	"maize"		3	0	2.0	0				"rgrp2"	776					
776.0	817	"legumes_oilseeds"	"sunflower"		3	0	2.0	2				"rgrp2"	776					
778.0	818	"cereals"	"maize"		1	0	15.0	1				"rgrp2"	778					
779.0	819	"cereals"	"maize"		3	0	3.0	1				"rgrp2"	779					
779.0	820	"legumes_oilseeds"	"sunflower"		3	0	6.0	2				"rgrp2"	779					
780.0	821	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	780					
781.0	822	"vegetables"	"tomatoes"		1	0	0.99	14				"rgrp2"	781					
782.0	823	"cereals"	"maize"		2	0	3.0	1				"rgrp2"	782					
782.0	824	"legumes_oilseeds"	"sunflower"		4	0	2.0	2				"rgrp2"	782					
783.0	825	"vegetables"	"tomatoes"		1	0	0.99	14				"rgrp2"	783					
784.0	826	"cereals"	"maize"		3	0	15.0	1				"rgrp2"	784					
784.0	827	"legumes_oilseeds"	"sunflower"		3	0	9.0	2				"rgrp2"	784					
786.0	828	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	786					
786.0	829	"legumes_oilseeds"	"sunflower"		4	0	3.0	10				"rgrp2"	786					
787.0	830	"cereals"	"maize"		1	0	6.0	1				"rgrp2"	787					
788.0	831	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	788					
789.0	832	"legumes_oilseeds"	"sunflower"		1	0	70.0	2				"rgrp2"	789					
790.0	833	"legumes_oilseeds"	"sunflower"		1	0	10.0	2				"rgrp2"	790					
791.0	834	"legumes_oilseeds"	"sunflower"		1	1	8.0	2				"rgrp2"	791					
793.0	835	"legumes_oilseeds"	"sunflower"		1	0	15.0	2				"rgrp2"	793					
794.0	836	"cereals"	"maize"		1	0	13.0	1				"rgrp2"	794					
796.0	837	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	796					
797.0	838	"cereals"	"maize"		1	0	2.0	0				"rgrp2"	797					
797.0	839	"legumes_oilseeds"	"sunflower"		1	0	1.0	0				"rgrp2"	797					
798.0	840	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	798					
798.0	841	"legumes_oilseeds"	"sunflower"		1	0	3.0	0				"rgrp2"	798					
799.0	842	"legumes_oilseeds"	"sunflower"		1	0	4.0	0				"rgrp2"	799					
802.0	843	"cereals"	"maize"		3	0	2.0	0				"rgrp2"	802					
802.0	844	"legumes_oilseeds"	"sunflower"		3	0	1.0	0				"rgrp2"	802					
803.0	845	"legumes_oilseeds"	"sunflower"		1	0	6.0	0				"rgrp2"	803					
804.0	846	"cereals"	"maize"		1	0	4.0	0				"rgrp2"	804					
805.0	847	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	805					
806.0	848	"legumes_oilseeds"	"sunflower"		1	0	9.0	0				"rgrp2"	806					
807.0	849	"legumes_oilseeds"	"sunflower"		1	0	10.0	1				"rgrp2"	807					
808.0	850	"legumes_oilseeds"	"sunflower"		1	0	30.0	1				"rgrp2"	808					
809.0	851	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	809					
809.0	852	"legumes_oilseeds"	"sunflower"		1	0	5.0	1				"rgrp2"	809					
810.0	853	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	810					
811.0	854	"legumes_oilseeds"	"sunflower"		1	0	4.0	1				"rgrp2"	811					
813.0	855	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	813					
814.0	856	"legumes_oilseeds"	"sunflower"		1	0	20.0	2				"rgrp2"	814					
815.0	857	"cereals"	"maize"		1	0	15.0	1				"rgrp2"	815					
817.0	858	"legumes_oilseeds"	"sunflower"		1	0	5.0	2				"rgrp2"	817					
818.0	859	"cereals"	"maize"		1	0	30.0	1				"rgrp2"	818					
819.0	860	"cereals"	"sorghum"		1	0	10.0	1				"rgrp2"	819					
820.0	861	"cereals"	"maize"		1	0	5.0	1				"rgrp2"	820					
822.0	862	"cereals"	"maize"		1	0	25.0	1				"rgrp2"	822					
823.0	863	"cereals"	"maize"		1	0	40.0	1				"rgrp2"	823					
824.0	864	"legumes_oilseeds"	"sunflower"		1	0	16.0	2				"rgrp2"	824					
825.0	865	"legumes_oilseeds"	"sunflower"		1	0	30.0	2				"rgrp2"	825					
826.0	866	"cereals"	"maize"		1	0	20.0	1				"rgrp2"	826					
827.0	867	"legumes_oilseeds"	"sunflower"		1	0	16.0	2				"rgrp2"	827					
828.0	868	"legumes_oilseeds"	"sunflower"		1	0	10.0	2				"rgrp2"	828					
829.0	869	"legumes_oilseeds"	"sunflower"		1	0	200.0	2				"rgrp2"	829					
831.0	870	"cereals"	"maize"		2	0	6.0	1				"rgrp2"	831					
831.0	871	"legumes_oilseeds"	"sunflower"		5	1	1.0	2				"rgrp2"	831					
832.0	872	"cereals"	"maize"		1	0	4.0	1				"rgrp2"	832					
833.0	873	"legumes_oilseeds"	"sunflower"		1	0	0.99	2				"rgrp2"	833					
835.0	874	"cereals"	"maize"		3	0	84.0	10				"rgrp2"	835					
835.0	875	"fruits"	"mango"		3	0	2400.0	10				"rgrp2"	835					
836.0	876	"cereals"	"maize"		1	1	105.0	10				"rgrp2"	836					
837.0	877	"cereals"	"maize"		3	0	84.0	10				"rgrp2"	837					
837.0	878	"legumes_oilseeds"	"sunflower"		3	0	42.0	10				"rgrp2"	837					
838.0	879	"legumes_oilseeds"	"sunflower"		1	0	42.0	10				"rgrp2"	838					
839.0	880	"vegetables"	"tomatoes"		1	0	30.0	14				"rgrp2"	839					
841.0	881	"cereals"	"maize"		2	0	4.0	10				"rgrp2"	841					
841.0	882	"legumes_oilseeds"	"sunflower"		4	0	2.0	10				"rgrp2"	841					
842.0	883	"cereals"	"maize"		3	0	6.0	10				"rgrp2"	842					
842.0	884	"legumes_oilseeds"	"sunflower"		3	0	1.0	10				"rgrp2"	842					
843.0	885	"cereals"	"maize"		2	0	1.0	10				"rgrp2"	843					
843.0	886	"legumes_oilseeds"	"sunflower"		4	0	1.0	10				"rgrp2"	843					
844.0	887	"cash_other"	"bamboo"		1	0	10.0	13				"rgrp2"	844					
846.0	888	"cereals"	"maize"		3	0	0.0	8				"rgrp2"	846					
846.0	889	"legumes_oilseeds"	"sunflower"		3	0	1.0	10				"rgrp2"	846					
847.0	890	"cereals"	"maize"		3	0	2.0	10				"rgrp2"	847					
847.0	891	"cereals"	"sorghum"		4	0	1.0	10				"rgrp2"	847					
847.0	892	"legumes_oilseeds"	"sunflower"		4	0	3.0	10				"rgrp2"	847					
849.0	893	"legumes_oilseeds"	"sunflower"		1	0	84.0	10				"rgrp2"	849					
850.0	894	"cereals"	"maize"		1	0	1.0	10				"rgrp2"	850					
852.0	895	"legumes_oilseeds"	"sunflower"		1	0	4.0	0				"rgrp2"	852					
853.0	896	"cereals"	"maize"		1	0	0.0	0				"rgrp2"	853					
854.0	897	"cereals"	"maize"		1	0	0.0	0				"rgrp2"	854					
855.0	898	"legumes_oilseeds"	"sunflower"		2	0	1.0	0				"rgrp2"	855					
855.0	899	"cereals"	"maize"		4	0	0.0	0				"rgrp2"	855					
855.0	900	"cereals"	"sorghum"		5	0	10.0	8				"rgrp2"	855					
856.0	901	"cereals"	"maize"		2	1	1.0	0				"rgrp2"	856					
856.0	902	"legumes_oilseeds"	"sunflower"		5	0	2.0	10				"rgrp2"	856					
857.0	903	"cereals"	"maize"		2	0	0.0	0				"rgrp2"	857					
857.0	904	"legumes_oilseeds"	"sunflower"		5	0	0.0	8				"rgrp2"	857					
858.0	905	"cereals"	"maize"		2	0	1.0	10				"rgrp2"	858					
858.0	906	"legumes_oilseeds"	"sunflower"		4	0	21.0	10				"rgrp2"	858					
859.0	907	"cereals"	"maize"		3	0	3.0	10				"rgrp2"	859					
859.0	908	"legumes_oilseeds"	"sunflower"		3	0	1.0	10				"rgrp2"	859					
860.0	909	"cereals"	"maize"		3	1	3.0	10				"rgrp2"	860					
860.0	910	"legumes_oilseeds"	"sunflower"		3	0	2.0	10				"rgrp2"	860					
861.0	911	"cereals"	"maize"		3	0	0.0	8				"rgrp2"	861					
861.0	912	"legumes_oilseeds"	"sunflower"		3	0	1.0	2				"rgrp2"	861					
862.0	913	"cereals"	"maize"		3	0	3.0	10				"rgrp2"	862					
862.0	914	"legumes_oilseeds"	"sunflower"		3	0	2.0	2				"rgrp2"	862					
863.0	915	"legumes_oilseeds"	"beans"		1	0	1.0	11				"rgrp2"	863					
864.0	916	"legumes_oilseeds"	"sunflower"		2	0	3.0	2				"rgrp2"	864					
864.0	917	"vegetables"	"pumpkins"		4	0	1.0	10				"rgrp2"	864					
865.0	918	"vegetables"	"veg_other"		3	0	2.0	14				"rgrp2"	865					
865.0	919	"legumes_oilseeds"	"beans"		4	0	1.0	8				"rgrp2"	865					
865.0	920	"vegetables"	"spinach"		4	0	2.0	13				"rgrp2"	865					
866.0	921	"legumes_oilseeds"	"sunflower"		1	0	15.0	0				"rgrp2"	866					
867.0	922	"cereals"	"maize"		1	0	40.0	0				"rgrp2"	867					
868.0	923	"cereals"	"maize"		1	0	20.0	0				"rgrp2"	868					
870.0	924	"cereals"	"maize"		2	0	10.0	0				"rgrp2"	870					
870.0	925	"legumes_oilseeds"	"sunflower"		4	0	4.0	2				"rgrp2"	870					
870.0	926	"legumes_oilseeds"	"cowpeas"		5	1	2.0	10				"rgrp2"	870					
872.0	927	"cereals"	"maize"		2	0	20.0	0				"rgrp2"	872					
872.0	928	"legumes_oilseeds"	"sunflower"		4	0	8.0	2				"rgrp2"	872					
873.0	929	"cereals"	"maize"		2	0	8.0	0				"rgrp2"	873					
873.0	930	"legumes_oilseeds"	"sunflower"		5	0	3.0	10				"rgrp2"	873					
874.0	931	"legumes_oilseeds"	"sunflower"		2	0	5.0	2				"rgrp2"	874					
875.0	932	"legumes_oilseeds"	"sunflower"		1	0	3.0	2				"rgrp2"	875					
876.0	933	"cereals"	"maize"		1	1	2.0	0				"rgrp2"	876					
877.0	934	"legumes_oilseeds"	"sunflower"		2	0	30.0	2				"rgrp2"	877					
877.0	935	"cereals"	"sorghum"		4	0	3.0	1				"rgrp2"	877					
878.0	936	"cereals"	"maize"		1	0	40.0	0				"rgrp2"	878					
879.0	937	"cereals"	"maize"		1	0	23.0	0				"rgrp2"	879					
880.0	938	"legumes_oilseeds"	"sunflower"		1	0	5.0	2				"rgrp2"	880					
881.0	939	"cereals"	"maize"		1	0	46.0	0				"rgrp2"	881					
882.0	940	"legumes_oilseeds"	"sunflower"		1	0	8.0	2				"rgrp2"	882					
883.0	941	"cereals"	"maize"		2	0	14.0	0				"rgrp2"	883					
883.0	942	"legumes_oilseeds"	"sunflower"		4	0	2.0	2				"rgrp2"	883					
884.0	943	"legumes_oilseeds"	"sunflower"		1	0	50.0	2				"rgrp2"	884					
885.0	944	"cereals"	"maize"		1	0	87.0	0				"rgrp2"	885					
887.0	945	"cereals"	"maize"		1	0	6.0	0				"rgrp2"	887					
887.0	946	"legumes_oilseeds"	"pigeon_pea"		1	0	3.0	0				"rgrp2"	887					
888.0	947	"cereals"	"maize"		1	0	40.0	0				"rgrp2"	888					
888.0	948	"legumes_oilseeds"	"pigeon_pea"		1	0	8.0	0				"rgrp2"	888					
889.0	949	"cereals"	"maize"		1	0	20.0	0				"rgrp2"	889					
889.0	950	"legumes_oilseeds"	"pigeon_pea"		1	0	2.0	0				"rgrp2"	889					
890.0	951	"cereals"	"sorghum"		1	0	5.0	0				"rgrp2"	890					
890.0	952	"legumes_oilseeds"	"pigeon_pea"		1	0	2.0	0				"rgrp2"	890					
891.0	953	"legumes_oilseeds"	"sunflower"		1	0	12.0	2				"rgrp2"	891					
891.0	954	"legumes_oilseeds"	"pigeon_pea"		1	0	4.0	0				"rgrp2"	891					
892.0	955	"legumes_oilseeds"	"beans"		1	0	3.0	0				"rgrp2"	892					
893.0	956	"cereals"	"maize"		3	0	12.0	1				"rgrp2"	893					
893.0	957	"legumes_oilseeds"	"pigeon_pea"		3	0	3.0	0				"rgrp2"	893					
894.0	958	"cereals"	"maize"		3	0	10.0	1				"rgrp2"	894					
894.0	959	"legumes_oilseeds"	"pigeon_pea"		3	0	4.0	0				"rgrp2"	894					
895.0	960	"cereals"	"maize"		3	0	12.0	1				"rgrp2"	895					
895.0	961	"legumes_oilseeds"	"pigeon_pea"		3	0	1.0	0				"rgrp2"	895					
896.0	962	"cereals"	"maize"		3	0	3.0	1				"rgrp2"	896					
896.0	963	"legumes_oilseeds"	"pigeon_pea"		3	0	2.0	0				"rgrp2"	896					
897.0	964	"legumes_oilseeds"	"beans"		1	0	3.0	0				"rgrp2"	897					
899.0	965	"cereals"	"maize"		3	0	30.0	0				"rgrp2"	899					
899.0	966	"legumes_oilseeds"	"beans"		4	0	8.0	0				"rgrp2"	899					
899.0	967	"legumes_oilseeds"	"pigeon_pea"		4	0	5.0	10				"rgrp2"	899					
900.0	968	"cereals"	"maize"		3	0	50.0	1				"rgrp2"	900					
900.0	969	"legumes_oilseeds"	"pigeon_pea"		3	0	10.0	0				"rgrp2"	900					
901.0	970	"cereals"	"maize"		3	1	2.0	1				"rgrp2"	901					
901.0	971	"legumes_oilseeds"	"beans"		3	1	1.0	10				"rgrp2"	901					
902.0	972	"cereals"	"maize"		2	0	1.5	1				"rgrp2"	902					
902.0	973	"legumes_oilseeds"	"beans"		4	0	1.0	10				"rgrp2"	902					
903.0	974	"legumes_oilseeds"	"beans"		1	0	2.0	10				"rgrp2"	903					
904.0	975	"legumes_oilseeds"	"beans"		1	0	40.0	1				"rgrp2"	904					
906.0	976	"cereals"	"sorghum"		2	0	7.0	1				"rgrp2"	906					
906.0	977	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	906					
907.0	978	"legumes_oilseeds"	"beans"		1	1	3.0	10				"rgrp2"	907					
908.0	979	"cereals"	"maize"		1	1	1.0	20				"rgrp2"	908					
909.0	980	"cereals"	"maize"		3	0	15.0	1				"rgrp2"	909					
909.0	981	"legumes_oilseeds"	"pigeon_pea"		3	0	7.0	0				"rgrp2"	909					
910.0	982	"cereals"	"maize"		3	0	30.0	1				"rgrp2"	910					
910.0	983	"legumes_oilseeds"	"pigeon_pea"		3	0	12.0	0				"rgrp2"	910					
911.0	984	"cereals"	"maize"		1	1	1.0	1				"rgrp2"	911					
913.0	985	"cereals"	"maize"		1	0	10.0	0				"rgrp2"	913					
913.0	986	"legumes_oilseeds"	"pigeon_pea"		1	0	5.0	0				"rgrp2"	913					
914.0	987	"cereals"	"maize"		1	1	0.0	8				"rgrp2"	914					
915.0	988	"cereals"	"maize"		1	0	7.0	0				"rgrp2"	915					
915.0	989	"legumes_oilseeds"	"pigeon_pea"		1	0	3.0	10				"rgrp2"	915					
916.0	990	"cereals"	"maize"		1	0	70.0	1				"rgrp2"	916					
916.0	991	"legumes_oilseeds"	"pigeon_pea"		4	0	15.0	1				"rgrp2"	916					
917.0	992	"fruits"	"banana"		1	0	100.0	17				"rgrp2"	917					
918.0	993	"cereals"	"maize"		2	0	15.0	1				"rgrp2"	918					
918.0	994	"legumes_oilseeds"	"pigeon_pea"		4	0	5.0	1				"rgrp2"	918					
919.0	995	"cereals"	"maize"		2	0	25.0	1				"rgrp2"	919					
919.0	996	"legumes_oilseeds"	"pigeon_pea"		4	0	6.0	1				"rgrp2"	919					
920.0	997	"cereals"	"maize"		1	0	25.0	1				"rgrp2"	920					
920.0	998	"legumes_oilseeds"	"pigeon_pea"		1	0	2.0	0				"rgrp2"	920					
921.0	999	"legumes_oilseeds"	"beans"		1	0	2.0	0				"rgrp2"	921					
922.0	1000	"cereals"	"maize"		1	0	0.0	1				"rgrp2"	922					
922.0	1001	"legumes_oilseeds"	"pigeon_pea"		1	0	2.0	0				"rgrp2"	922					
923.0	1002	"cereals"	"maize"		1	0	20.0	0				"rgrp2"	923					
923.0	1003	"legumes_oilseeds"	"pigeon_pea"		1	0	7.0	0				"rgrp2"	923					
925.0	1004	"cereals"	"maize"		1	0	30.0	1				"rgrp2"	925					
925.0	1005	"legumes_oilseeds"	"pigeon_pea"		2	0	4.0	0				"rgrp2"	925					
926.0	1006	"cereals"	"maize"		1	0	10.0	1				"rgrp2"	926					
926.0	1007	"legumes_oilseeds"	"pigeon_pea"		2	0	2.0	0				"rgrp2"	926					
927.0	1008	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	927					
927.0	1009	"legumes_oilseeds"	"beans"		2	0	3.0	10				"rgrp2"	927					
929.0	1010	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	929					
929.0	1011	"legumes_oilseeds"	"pigeon_pea"		2	0	2.0	0				"rgrp2"	929					
930.0	1012	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	930					
930.0	1013	"legumes_oilseeds"	"pigeon_pea"		2	0	2.0	0				"rgrp2"	930					
931.0	1014	"cereals"	"maize"		2	0	12.0	1				"rgrp2"	931					
931.0	1015	"legumes_oilseeds"	"pigeon_pea"		4	0	1.0	1				"rgrp2"	931					
932.0	1016	"cereals"	"maize"		3	0	5.0	1				"rgrp2"	932					
932.0	1017	"vegetables"	"fiwi"		3	0	10.0	1				"rgrp2"	932					
934.0	1018	"cereals"	"maize"		3	0	20.0	1				"rgrp2"	934					
934.0	1019	"legumes_oilseeds"	"pigeon_pea"		3	0	2.0	0				"rgrp2"	934					
935.0	1020	"cereals"	"maize"		3	0	15.0	1				"rgrp2"	935					
935.0	1021	"legumes_oilseeds"	"pigeon_pea"		3	0	15.0	0				"rgrp2"	935					
936.0	1022	"cereals"	"maize"		2	0	60.0	10				"rgrp2"	936					
936.0	1023	"cereals"	"sorghum"		5	0	12.0	10				"rgrp2"	936					
936.0	1024	"legumes_oilseeds"	"pigeon_pea"		4	0	3.0	10				"rgrp2"	936					
937.0	1025	"vegetables"	"fiwi"		1	0	12.0	10				"rgrp2"	937					
939.0	1026	"cereals"	"maize"		2	0	5.0	0				"rgrp2"	939					
