pmc_index	pmcc_index	mc7	mc8	mc8o	mc9	mc10	mc11	mc12	pmcc_id	pmcc_uuid	pmcc_submission_time	pmcc_parent_table_name	pmcc_parent_index	pmcc_tags	pmcc_notes	pmcc_version	pmcc_duration	pmcc_submitted_by
1128.0	1368	"legumes_oilseeds"	"beans"		4	1	2.0	10				"rgrp2"	1128					
1128.0	1369	"legumes_oilseeds"	"sunflower"		4	0	4.0	10				"rgrp2"	1128					
1129.0	1370	"cereals"	"maize"		3	0	4.0	1				"rgrp2"	1129					
1129.0	1371	"legumes_oilseeds"	"beans"		5	1	5.0	10				"rgrp2"	1129					
1129.0	1372	"legumes_oilseeds"	"pigeon_pea"		5	0	1.0	1				"rgrp2"	1129					
1129.0	1373	"legumes_oilseeds"	"sunflower"		4	0	2.0	2				"rgrp2"	1129					
1130.0	1374	"cereals"	"maize"		3	0	10.0	1				"rgrp2"	1130					
1130.0	1375	"legumes_oilseeds"	"beans"		5	1	1.0	1				"rgrp2"	1130					
1130.0	1376	"legumes_oilseeds"	"pigeon_pea"		5	0	1.5	1				"rgrp2"	1130					
1130.0	1377	"legumes_oilseeds"	"sunflower"		4	1	1.0	2				"rgrp2"	1130					
1132.0	1378	"cereals"	"maize"		3	0	1.0	10				"rgrp2"	1132					
1132.0	1379	"cereals"	"sorghum"		5	0	2.0	1				"rgrp2"	1132					
1132.0	1380	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	1132					
1132.0	1381	"legumes_oilseeds"	"green_gram"		5	1	1.0	1				"rgrp2"	1132					
1133.0	1382	"legumes_oilseeds"	"groundnut"		1	0	2.5	2				"rgrp2"	1133					
1135.0	1383	"cereals"	"maize"		3	0	10.0	1				"rgrp2"	1135					
1135.0	1384	"legumes_oilseeds"	"beans"		4	1	3.0	10				"rgrp2"	1135					
1135.0	1385	"legumes_oilseeds"	"pigeon_pea"		4	0	4.0	10				"rgrp2"	1135					
1136.0	1386	"cereals"	"maize"		3	0	6.0	1				"rgrp2"	1136					
1136.0	1387	"legumes_oilseeds"	"beans"		4	1	2.0	10				"rgrp2"	1136					
1137.0	1388	"cereals"	"maize"		2	0	8.0	1				"rgrp2"	1137					
1137.0	1389	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	1137					
1137.0	1390	"legumes_oilseeds"	"beans"		4	1	3.0	10				"rgrp2"	1137					
1138.0	1391	"cereals"	"maize"		2	0	5.0	1				"rgrp2"	1138					
1138.0	1392	"legumes_oilseeds"	"beans"		4	1	2.0	10				"rgrp2"	1138					
1139.0	1393	"cereals"	"maize"		3	0	2.0	1				"rgrp2"	1139					
1139.0	1394	"legumes_oilseeds"	"sunflower"		3	0	5.0	1				"rgrp2"	1139					
1141.0	1395	"cereals"	"maize"		2	0	5.0	1				"rgrp2"	1141					
1141.0	1396	"legumes_oilseeds"	"sunflower"		4	0	3.0	1				"rgrp2"	1141					
1143.0	1397	"cereals"	"maize"		2	0	0.0	8				"rgrp2"	1143					
1143.0	1398	"legumes_oilseeds"	"sunflower"		4	0	1.0	8				"rgrp2"	1143					
1144.0	1399	"cereals"	"maize"		2	0	0.0	4				"rgrp2"	1144					
1144.0	1400	"legumes_oilseeds"	"sunflower"		4	0	0.0	8				"rgrp2"	1144					
1145.0	1401	"cereals"	"maize"		2	0	0.99	1				"rgrp2"	1145					
1145.0	1402	"legumes_oilseeds"	"sunflower"		4	0	2.0	2				"rgrp2"	1145					
1148.0	1403	"cereals"	"maize"		3	0	0.0	8				"rgrp2"	1148					
1148.0	1404	"legumes_oilseeds"	"sunflower"		3	0	3.0	10				"rgrp2"	1148					
1149.0	1405	"cereals"	"maize"		3	0	3.0	10				"rgrp2"	1149					
1149.0	1406	"legumes_oilseeds"	"sunflower"		3	0	3.0	8				"rgrp2"	1149					
1150.0	1407	"cereals"	"maize"		2	0	1.0	10				"rgrp2"	1150					
1150.0	1408	"legumes_oilseeds"	"sunflower"		4	0	2.0	10				"rgrp2"	1150					
1152.0	1409	"cereals"	"maize"		2	0	4.0	0				"rgrp2"	1152					
1152.0	1410	"legumes_oilseeds"	"sunflower"		4	0	2.0	0				"rgrp2"	1152					
1153.0	1411	"cereals"	"maize"		2	0	6.0	0				"rgrp2"	1153					
1153.0	1412	"legumes_oilseeds"	"pigeon_pea"		4	0	10.0	8				"rgrp2"	1153					
1154.0	1413	"cereals"	"maize"		2	0	1.0	1				"rgrp2"	1154					
1154.0	1414	"legumes_oilseeds"	"sunflower"		4	0	1.0	1				"rgrp2"	1154					
1156.0	1415	"cereals"	"maize"		2	0	8.0	0				"rgrp2"	1156					
1156.0	1416	"legumes_oilseeds"	"beans"		1	1	3.0	0				"rgrp2"	1156					
1156.0	1417	"legumes_oilseeds"	"sunflower"		4	0	1.0	2				"rgrp2"	1156					
1158.0	1418	"cereals"	"maize"		2	0	10.0	0				"rgrp2"	1158					
1158.0	1419	"legumes_oilseeds"	"beans"		2	1	1.5	0				"rgrp2"	1158					
1158.0	1420	"legumes_oilseeds"	"sunflower"		5	0	2.0	10				"rgrp2"	1158					
1159.0	1421	"cereals"	"maize"		1	0	7.0	0				"rgrp2"	1159					
1159.0	1422	"legumes_oilseeds"	"beans"		1	1	1.0	0				"rgrp2"	1159					
1160.0	1423	"cereals"	"maize"		1	0	7.0	0				"rgrp2"	1160					
1160.0	1424	"legumes_oilseeds"	"sunflower"		1	0	3.0	2				"rgrp2"	1160					
1161.0	1425	"legumes_oilseeds"	"sunflower"		3	0	3.0	0				"rgrp2"	1161					
1161.0	1426	"cereals"	"maize"		2	0	0.0	8				"rgrp2"	1161					
1162.0	1427	"cereals"	"maize"		2	1	120.0	1				"rgrp2"	1162					
1162.0	1428	"legumes_oilseeds"	"sunflower"		4	1	2.0	2				"rgrp2"	1162					
1162.0	1429	"legumes_oilseeds"	"cowpeas"		5	1	3.0	10				"rgrp2"	1162					
1164.0	1430	"cereals"	"maize"		2	1	3.0	1				"rgrp2"	1164					
1164.0	1431	"legumes_oilseeds"	"sunflower"		5	1	1.0	10				"rgrp2"	1164					
1165.0	1432	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1165					
1166.0	1433	"cereals"	"maize"		1	0	9.0	0				"rgrp2"	1166					
1170.0	1434	"cereals"	"maize"		1	0	15.0	0				"rgrp2"	1170					
1171.0	1435	"cereals"	"maize"		1	0	8.0	0				"rgrp2"	1171					
1172.0	1436	"cereals"	"maize"		1	0	8.0	0				"rgrp2"	1172					
1173.0	1437	"roots_tubers"	"irish_potatoes"		1	0	10.0	0				"rgrp2"	1173					
1174.0	1438	"roots_tubers"	"irish_potatoes"		1	0	15.0	1				"rgrp2"	1174					
1174.0	1439	"cereals"	"maize"		5	0	1.0	1				"rgrp2"	1174					
1175.0	1440	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	1175					
1176.0	1441	"roots_tubers"	"irish_potatoes"		1	1	20.0	1				"rgrp2"	1176					
1177.0	1442	"roots_tubers"	"irish_potatoes"		1	1	18.0	1				"rgrp2"	1177					
1178.0	1443	"cereals"	"maize"		3	0	2.0	1				"rgrp2"	1178					
1178.0	1444	"roots_tubers"	"irish_potatoes"		2	1	4.0	1				"rgrp2"	1178					
1179.0	1445	"cereals"	"maize"		1	0	5.0	1				"rgrp2"	1179					
1180.0	1446	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	1180					
1181.0	1447	"roots_tubers"	"irish_potatoes"		1	1	240.0	10				"rgrp2"	1181					
1182.0	1448	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1182					
1183.0	1449	"roots_tubers"	"irish_potatoes"		1	1	240.0	10				"rgrp2"	1183					
1184.0	1450	"cereals"	"maize"		1	0	4.0	0				"rgrp2"	1184					
1186.0	1451	"cereals"	"wheat"		1	0	10.0	10				"rgrp2"	1186					
1187.0	1452	"cereals"	"maize"		1	0	1.0	0				"rgrp2"	1187					
1189.0	1453	"cereals"	"maize"		1	1	2.0	0				"rgrp2"	1189					
1190.0	1454	"roots_tubers"	"irish_potatoes"		1	1	8.0	10				"rgrp2"	1190					
1191.0	1455	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1191					
1193.0	1456	"cereals"	"wheat"		1	0	1.0	1				"rgrp2"	1193					
1194.0	1457	"cereals"	"maize"		2	0	4.0	1				"rgrp2"	1194					
1194.0	1458	"legumes_oilseeds"	"sunflower"		4	0	2.0	10				"rgrp2"	1194					
1195.0	1459	"cereals"	"maize"		2	0	2.0	1				"rgrp2"	1195					
1195.0	1460	"legumes_oilseeds"	"sunflower"		4	0	1.0	10				"rgrp2"	1195					
1196.0	1461	"cereals"	"wheat"		1	0	1.0	11				"rgrp2"	1196					
1197.0	1462	"legumes_oilseeds"	"beans"		1	0	1.0	10				"rgrp2"	1197					
1198.0	1463	"roots_tubers"	"irish_potatoes"		1	0	3.0	1				"rgrp2"	1198					
1199.0	1464	"cereals"	"maize"		1	0	1.5	1				"rgrp2"	1199					
1200.0	1465	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1200					
1201.0	1466	"legumes_oilseeds"	"beans"		1	0	1.0	10				"rgrp2"	1201					
1202.0	1467	"cereals"	"wheat"		1	0	3.0	10				"rgrp2"	1202					
1203.0	1468	"cereals"	"maize"		2	0	6.0	1				"rgrp2"	1203					
1203.0	1469	"vegetables"	"pumpkins"		5	0	50.0	23				"rgrp2"	1203					
1204.0	1470	"cereals"	"maize"		3	0	4.0	1				"rgrp2"	1204					
1204.0	1471	"cash_other"	"timber"		3	0	0.0	23				"rgrp2"	1204					
1205.0	1472	"cash_other"	"timber"		1	0	0.0	25				"rgrp2"	1205					
1206.0	1473	"cereals"	"wheat"		1	0	2.0	10				"rgrp2"	1206					
1207.0	1474	"cereals"	"maize"		2	0	4.0	1				"rgrp2"	1207					
1209.0	1475	"cereals"	"wheat"		1	0	5.0	10				"rgrp2"	1209					
1212.0	1476	"cereals"	"wheat"		2	0	7.0	10				"rgrp2"	1212					
1213.0	1477	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1213					
1214.0	1478	"cash_other"	"timber"		1	0	0.0	25				"rgrp2"	1214					
1215.0	1479	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1215					
1216.0	1480	"cereals"	"maize"		3	0	3.0	0				"rgrp2"	1216					
1216.0	1481	"cash_other"	"timber"		3	0	0.0	25				"rgrp2"	1216					
1217.0	1482	"cereals"	"wheat"		1	0	1.5	0				"rgrp2"	1217					
1219.0	1483	"cereals"	"maize"		1	0	2.0	0				"rgrp2"	1219					
1220.0	1484	"cereals"	"wheat"		1	0	3.0	10				"rgrp2"	1220					
1221.0	1485	"cereals"	"maize"		1	0	2.0	0				"rgrp2"	1221					
1222.0	1486	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1222					
1223.0	1487	"roots_tubers"	"irish_potatoes"		2	1	5.0	1				"rgrp2"	1223					
1223.0	1488	"legumes_oilseeds"	"sunflower"		5	0	1.0	10				"rgrp2"	1223					
1224.0	1489	"cereals"	"maize"		1	0	5.0	1				"rgrp2"	1224					
1226.0	1490	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	1226					
1227.0	1491	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	1227					
1228.0	1492	"cereals"	"maize"		1	0	6.0	1				"rgrp2"	1228					
1229.0	1493	"cereals"	"maize"		1	0	10.0	1				"rgrp2"	1229					
1230.0	1494	"roots_tubers"	"irish_potatoes"		1	0	0.0	10				"rgrp2"	1230					
1233.0	1495	"cereals"	"maize"		1	0	10.0	1				"rgrp2"	1233					
1234.0	1496	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1234					
1235.0	1497	"roots_tubers"	"irish_potatoes"		1	1	7.0	1				"rgrp2"	1235					
1236.0	1498	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	1236					
1238.0	1499	"cereals"	"maize"		1	0	30.0	1				"rgrp2"	1238					
1239.0	1500	"roots_tubers"	"irish_potatoes"		1	1	47.0	1				"rgrp2"	1239					
1240.0	1501	"roots_tubers"	"irish_potatoes"		1	1	16.0	0				"rgrp2"	1240					
1241.0	1502	"roots_tubers"	"irish_potatoes"		1	1	35.0	0				"rgrp2"	1241					
1242.0	1503	"cereals"	"maize"		1	0	80.0	10				"rgrp2"	1242					
1243.0	1504	"roots_tubers"	"irish_potatoes"		1	1	28.0	0				"rgrp2"	1243					
1244.0	1505	"roots_tubers"	"irish_potatoes"		1	1	29.0	0				"rgrp2"	1244					
1245.0	1506	"roots_tubers"	"irish_potatoes"		1	1	25.0	0				"rgrp2"	1245					
1246.0	1507	"cereals"	"maize"		1	0	8.0	0				"rgrp2"	1246					
1247.0	1508	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1247					
1248.0	1509	"roots_tubers"	"irish_potatoes"		1	1	29.0	0				"rgrp2"	1248					
1249.0	1510	"roots_tubers"	"irish_potatoes"		3	0	15.0	0				"rgrp2"	1249					
1249.0	1511	"cereals"	"maize"		2	0	12.0	0				"rgrp2"	1249					
1250.0	1512	"cereals"	"maize"		1	0	20.0	0				"rgrp2"	1250					
1251.0	1513	"cereals"	"maize"		1	0	15.0	0				"rgrp2"	1251					
1253.0	1514	"roots_tubers"	"irish_potatoes"		1	1	22.0	0				"rgrp2"	1253					
1254.0	1515	"roots_tubers"	"irish_potatoes"		1	1	127.0	0				"rgrp2"	1254					
1255.0	1516	"cereals"	"maize"		1	0	12.0	0				"rgrp2"	1255					
1256.0	1517	"cash_other"	"other"	"Woodlot"	1	0	0.99	9				"rgrp2"	1256					
1257.0	1518	"cereals"	"wheat"		2	0	10.0	10				"rgrp2"	1257					
1257.0	1519	"cereals"	"maize"		4	0	10.0	10				"rgrp2"	1257					
1258.0	1520	"cereals"	"maize"		2	0	90.0	10				"rgrp2"	1258					
1258.0	1521	"legumes_oilseeds"	"beans"		4	0	6.0	10				"rgrp2"	1258					
1259.0	1522	"cereals"	"maize"		2	0	90.0	10				"rgrp2"	1259					
1259.0	1523	"legumes_oilseeds"	"beans"		4	0	6.0	10				"rgrp2"	1259					
1261.0	1524	"cereals"	"maize"		2	0	90.0	10				"rgrp2"	1261					
1261.0	1525	"legumes_oilseeds"	"beans"		4	0	5.0	10				"rgrp2"	1261					
1262.0	1526	"cereals"	"maize"		2	0	30.0	10				"rgrp2"	1262					
1262.0	1527	"legumes_oilseeds"	"beans"		4	0	2.0	10				"rgrp2"	1262					
1263.0	1528	"roots_tubers"	"irish_potatoes"		1	0	35.0	0				"rgrp2"	1263					
1264.0	1529	"roots_tubers"	"irish_potatoes"		2	1	15.0	1				"rgrp2"	1264					
1264.0	1530	"cereals"	"maize"		5	0	8.0	0				"rgrp2"	1264					
1264.0	1531	"legumes_oilseeds"	"sunflower"		5	0	3.0	10				"rgrp2"	1264					
1265.0	1532	"fruits"	"avocado"		3	0	30.0	14				"rgrp2"	1265					
1265.0	1533	"cereals"	"wheat"		4	0	12.0	10				"rgrp2"	1265					
1265.0	1534	"legumes_oilseeds"	"beans"		5	0	3.0	10				"rgrp2"	1265					
1266.0	1535	"cereals"	"maize"		1	0	7.0	10				"rgrp2"	1266					
1267.0	1536	"cereals"	"maize"		1	0	100.0	10				"rgrp2"	1267					
1268.0	1537	"cereals"	"maize"		1	0	6.0	10				"rgrp2"	1268					
1269.0	1538	"cereals"	"maize"		1	0	90.0	10				"rgrp2"	1269					
1270.0	1539	"cereals"	"maize"		1	0	100.0	10				"rgrp2"	1270					
1271.0	1540	"roots_tubers"	"irish_potatoes"		1	1	51.0	1				"rgrp2"	1271					
1272.0	1541	"roots_tubers"	"irish_potatoes"		1	1	10.0	1				"rgrp2"	1272					
1273.0	1542	"roots_tubers"	"irish_potatoes"		1	1	49.0	1				"rgrp2"	1273					
1274.0	1543	"roots_tubers"	"irish_potatoes"		1	1	25.0	1				"rgrp2"	1274					
1275.0	1544	"cereals"	"wheat"		1	0	7.0	10				"rgrp2"	1275					
1276.0	1545	"cereals"	"maize"		2	0	70.0	10				"rgrp2"	1276					
1276.0	1546	"fruits"	"pears"		4	0	1.0	9				"rgrp2"	1276					
1277.0	1547	"cash_other"	"timber"		1	0	7.0	9				"rgrp2"	1277					
1279.0	1548	"cereals"	"maize"		1	0	228.0	10				"rgrp2"	1279					
1280.0	1549	"cereals"	"maize"		1	0	228.0	10				"rgrp2"	1280					
1281.0	1550	"cereals"	"maize"		1	0	3.0	10				"rgrp2"	1281					
1282.0	1551	"cereals"	"wheat"		1	0	35.0	10				"rgrp2"	1282					
1283.0	1552	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1283					
1284.0	1553	"roots_tubers"	"irish_potatoes"		1	1	45.0	1				"rgrp2"	1284					
1285.0	1554	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	1285					
1287.0	1555	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	1287					
1288.0	1556	"legumes_oilseeds"	"beans"		1	0	2.0	10				"rgrp2"	1288					
1290.0	1557	"cereals"	"maize"		1	0	2.0	0				"rgrp2"	1290					
1292.0	1558	"cereals"	"maize"		2	0	10.0	0				"rgrp2"	1292					
1292.0	1559	"fruits"	"avocado"		5	0	0.0	23				"rgrp2"	1292					
1294.0	1560	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1294					
1296.0	1561	"roots_tubers"	"irish_potatoes"		1	1	6.0	0				"rgrp2"	1296					
1297.0	1562	"roots_tubers"	"irish_potatoes"		1	1	25.0	0				"rgrp2"	1297					
1298.0	1563	"cereals"	"maize"		2	0	2.0	1				"rgrp2"	1298					
1298.0	1564	"fruits"	"avocado"		5	1	100.0	23				"rgrp2"	1298					
1299.0	1565	"cereals"	"maize"		2	0	3.0	1				"rgrp2"	1299					
1299.0	1566	"fruits"	"avocado"		5	1	50.0	23				"rgrp2"	1299					
1301.0	1567	"cereals"	"maize"		3	0	4.0	1				"rgrp2"	1301					
1301.0	1568	"cereals"	"wheat"		4	0	3.0	10				"rgrp2"	1301					
1301.0	1569	"roots_tubers"	"irish_potatoes"		4	0	2.0	0				"rgrp2"	1301					
1302.0	1570	"cereals"	"wheat"		1	0	2.0	0				"rgrp2"	1302					
1303.0	1571	"cereals"	"maize"		2	0	42.0	10				"rgrp2"	1303					
1303.0	1572	"vegetables"	"pumpkins"		5	0	20.0	23				"rgrp2"	1303					
1304.0	1573	"roots_tubers"	"sweet_potatoes"		1	0	7.0	10				"rgrp2"	1304					
1305.0	1574	"roots_tubers"	"irish_potatoes"		1	1	56.0	10				"rgrp2"	1305					
1306.0	1575	"cereals"	"maize"		3	0	7.0	0				"rgrp2"	1306					
1306.0	1576	"roots_tubers"	"irish_potatoes"		3	1	56.0	10				"rgrp2"	1306					
1309.0	1577	"cereals"	"maize"		2	0	3.0	0				"rgrp2"	1309					
1310.0	1578	"roots_tubers"	"sweet_potatoes"		3	1	5.0	0				"rgrp2"	1310					
1312.0	1579	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1312					
1314.0	1580	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1314					
1316.0	1581	"roots_tubers"	"irish_potatoes"		1	1	10.0	0				"rgrp2"	1316					
1317.0	1582	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1317					
1319.0	1583	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	1319					
1320.0	1584	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1320					
1320.0	1585	"legumes_oilseeds"	"field_peas"		1	0	3.0	10				"rgrp2"	1320					
1321.0	1586	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1321					
1322.0	1587	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	1322					
1323.0	1588	"legumes_oilseeds"	"beans"		3	0	1.0	10				"rgrp2"	1323					
1323.0	1589	"legumes_oilseeds"	"field_peas"		3	0	1.0	10				"rgrp2"	1323					
1324.0	1590	"roots_tubers"	"irish_potatoes"		1	1	8.0	0				"rgrp2"	1324					
1325.0	1591	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1325					
1326.0	1592	"roots_tubers"	"irish_potatoes"		1	1	9.0	0				"rgrp2"	1326					
1327.0	1593	"cereals"	"maize"		1	0	10.0	0				"rgrp2"	1327					
1328.0	1594	"cereals"	"maize"		1	1	8.0	10				"rgrp2"	1328					
1329.0	1595	"cereals"	"wheat"		1	0	2.0	10				"rgrp2"	1329					
1330.0	1596	"cereals"	"maize"		1	0	42.0	10				"rgrp2"	1330					
1331.0	1597	"roots_tubers"	"irish_potatoes"		1	1	108.0	10				"rgrp2"	1331					
1332.0	1598	"cereals"	"wheat"		1	0	7.0	10				"rgrp2"	1332					
1333.0	1599	"roots_tubers"	"irish_potatoes"		2	1	10.0	10				"rgrp2"	1333					
1333.0	1600	"cereals"	"maize"		5	1	2.0	10				"rgrp2"	1333					
1334.0	1601	"cereals"	"maize"		3	1	4.0	10				"rgrp2"	1334					
1334.0	1602	"legumes_oilseeds"	"beans"		3	1	1.5	10				"rgrp2"	1334					
1335.0	1603	"vegetables"	"veg_other"		3	0	2.0	5				"rgrp2"	1335					
1335.0	1604	"vegetables"	"veg_other"		3	0	2.0	5				"rgrp2"	1335					
1336.0	1605	"cereals"	"maize"		1	0	2.0	0				"rgrp2"	1336					
1337.0	1606	"cereals"	"maize"		3	1	1.0	0				"rgrp2"	1337					
1337.0	1607	"legumes_oilseeds"	"beans"		3	1	2.0	10				"rgrp2"	1337					
1338.0	1608	"cereals"	"maize"		2	1	3.0	10				"rgrp2"	1338					
1338.0	1609	"legumes_oilseeds"	"beans"		4	1	5.0	8				"rgrp2"	1338					
1339.0	1610	"cereals"	"maize"		2	1	4.0	10				"rgrp2"	1339					
1339.0	1611	"legumes_oilseeds"	"beans"		4	1	7.0	8				"rgrp2"	1339					
1340.0	1612	"cash_other"	"other"	"Fallow"	1	0	0.0	8				"rgrp2"	1340					
1341.0	1613	"cereals"	"maize"		1	1	3.0	10				"rgrp2"	1341					
1341.0	1614	"legumes_oilseeds"	"beans"		4	1	6.0	10				"rgrp2"	1341					
1342.0	1615	"legumes_oilseeds"	"field_peas"		1	0	5.0	10				"rgrp2"	1342					
1344.0	1616	"cereals"	"maize"		1	0	4.0	1				"rgrp2"	1344					
1345.0	1617	"roots_tubers"	"irish_potatoes"		1	0	35.0	1				"rgrp2"	1345					
1346.0	1618	"cereals"	"maize"		1	0	1.0	1				"rgrp2"	1346					
1347.0	1619	"cereals"	"maize"		1	0	6.0	1				"rgrp2"	1347					
1348.0	1620	"roots_tubers"	"irish_potatoes"		1	0	60.0	0				"rgrp2"	1348					
1350.0	1621	"roots_tubers"	"irish_potatoes"		2	0	50.0	0				"rgrp2"	1350					
1350.0	1622	"legumes_oilseeds"	"field_peas"		4	0	5.0	10				"rgrp2"	1350					
1351.0	1623	"cereals"	"maize"		2	0	5.0	1				"rgrp2"	1351					
1351.0	1624	"legumes_oilseeds"	"sunflower"		5	1	3.0	10				"rgrp2"	1351					
1352.0	1625	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	1352					
1354.0	1626	"roots_tubers"	"irish_potatoes"		1	0	50.0	0				"rgrp2"	1354					
1356.0	1627	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1356					
1357.0	1628	"cereals"	"maize"		1	0	4.0	1				"rgrp2"	1357					
1360.0	1629	"cash_other"	"timber"		1	0	2.0	20				"rgrp2"	1360					
1363.0	1630	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1363					
1367.0	1631	"legumes_oilseeds"	"field_peas"		1	0	7.0	10				"rgrp2"	1367					
1368.0	1632	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1368					
1368.0	1633	"legumes_oilseeds"	"sunflower"		3	0	1.0	10				"rgrp2"	1368					
1370.0	1634	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1370					
1373.0	1635	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1373					
1374.0	1636	"legumes_oilseeds"	"field_peas"		1	0	4.0	1				"rgrp2"	1374					
1375.0	1637	"cereals"	"wheat"		1	0	15.0	1				"rgrp2"	1375					
1376.0	1638	"cereals"	"maize"		2	0	1.0	1				"rgrp2"	1376					
1376.0	1639	"legumes_oilseeds"	"beans"		5	0	5.0	8				"rgrp2"	1376					
1376.0	1640	"fruits"	"peaches"		5	0	0.0	8				"rgrp2"	1376					
1377.0	1641	"cereals"	"maize"		1	0	15.0	1				"rgrp2"	1377					
1378.0	1642	"roots_tubers"	"irish_potatoes"		1	0	20.0	1				"rgrp2"	1378					
1380.0	1643	"cereals"	"maize"		1	0	5.0	10				"rgrp2"	1380					
1382.0	1644	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1382					
1383.0	1645	"legumes_oilseeds"	"field_peas"		1	0	7.0	10				"rgrp2"	1383					
1384.0	1646	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1384					
1385.0	1647	"legumes_oilseeds"	"field_peas"		1	0	8.0	10				"rgrp2"	1385					
1387.0	1648	"cereals"	"maize"		1	0	5.0	1				"rgrp2"	1387					
1388.0	1649	"legumes_oilseeds"	"field_peas"		1	0	2.0	10				"rgrp2"	1388					
1389.0	1650	"roots_tubers"	"irish_potatoes"		1	0	20.0	1				"rgrp2"	1389					
1390.0	1651	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1390					
1392.0	1652	"legumes_oilseeds"	"field_peas"		1	0	1.0	1				"rgrp2"	1392					
1393.0	1653	"cereals"	"wheat"		1	0	1.0	1				"rgrp2"	1393					
1395.0	1654	"cereals"	"maize"		1	0	7.0	1				"rgrp2"	1395					
1396.0	1655	"cereals"	"maize"		1	0	10.0	1				"rgrp2"	1396					
1397.0	1656	"cereals"	"wheat"		1	0	3.0	10				"rgrp2"	1397					
1398.0	1657	"cereals"	"maize"		1	0	35.0	10				"rgrp2"	1398					
1399.0	1658	"cereals"	"wheat"		1	0	7.0	10				"rgrp2"	1399					
1403.0	1659	"cereals"	"wheat"		1	0	4.0	1				"rgrp2"	1403					
1404.0	1660	"cereals"	"maize"		1	0	16.0	1				"rgrp2"	1404					
1405.0	1661	"roots_tubers"	"irish_potatoes"		1	0	120.0	1				"rgrp2"	1405					
1406.0	1662	"cereals"	"wheat"		1	0	2.0	0				"rgrp2"	1406					
1407.0	1663	"cereals"	"maize"		1	0	8.0	0				"rgrp2"	1407					
1408.0	1664	"cereals"	"maize"		1	0	4.0	0				"rgrp2"	1408					
1409.0	1665	"legumes_oilseeds"	"beans"		1	0	2.0	0				"rgrp2"	1409					
1410.0	1666	"roots_tubers"	"irish_potatoes"		1	0	50.0	0				"rgrp2"	1410					
1411.0	1667	"legumes_oilseeds"	"beans"		1	0	3.0	0				"rgrp2"	1411					
1412.0	1668	"legumes_oilseeds"	"beans"		2	0	3.0	0				"rgrp2"	1412					
1412.0	1669	"legumes_oilseeds"	"field_peas"		4	0	3.0	10				"rgrp2"	1412					
1413.0	1670	"cereals"	"maize"		1	0	12.0	0				"rgrp2"	1413					
1414.0	1671	"cereals"	"maize"		1	0	2.0	0				"rgrp2"	1414					
1415.0	1672	"cereals"	"maize"		2	1	1.0	10				"rgrp2"	1415					
1415.0	1673	"legumes_oilseeds"	"beans"		4	1	1.0	11				"rgrp2"	1415					
1418.0	1674	"cereals"	"maize"		2	0	50.0	10				"rgrp2"	1418					
1418.0	1675	"legumes_oilseeds"	"beans"		5	0	1.0	10				"rgrp2"	1418					
1420.0	1676	"cereals"	"maize"		2	1	1.25	1				"rgrp2"	1420					
1420.0	1677	"legumes_oilseeds"	"beans"		4	1	3.0	10				"rgrp2"	1420					
1423.0	1678	"cereals"	"maize"		1	0	8.0	0				"rgrp2"	1423					
1424.0	1679	"legumes_oilseeds"	"beans"		1	1	1.0	0				"rgrp2"	1424					
1425.0	1680	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1425					
