hh_index	cropsales_index	csal2g	csal2c	csal3	csal4	csal5	csal6	csal7	cropsales_id	cropsales_uuid	cropsales_submission_time	cropsales_parent_table_name	cropsales_parent_index	cropsales_tags	cropsales_notes	cropsales_version	cropsales_duration	cropsales_submitted_by
61.0	78	"legumes_oilseeds"	"beans"	2.0	1	1.0	1	80000				"APS_tz17_hh"	61					
69.0	79	"cereals"	"maize"	40.0	0	20.0	1	30000				"APS_tz17_hh"	69					
70.0	80	"cereals"	"maize"	39.0	1	29.0	1	30000				"APS_tz17_hh"	70					
72.0	81	"cereals"	"maize"	15.0	1	7.0	1	30000				"APS_tz17_hh"	72					
72.0	82	"legumes_oilseeds"	"beans"	4.0	1	3.0	1	110000				"APS_tz17_hh"	72					
72.0	83	"legumes_oilseeds"	"groundnut"	3.0	2	1.0	1	30000				"APS_tz17_hh"	72					
73.0	84	"cereals"	"maize"	10.0	1	4.0	1	30000				"APS_tz17_hh"	73					
74.0	85	"cereals"	"maize"	40.0	1	25.0	1	40000				"APS_tz17_hh"	74					
74.0	86	"roots_tubers"	"sweet_potatoes"	3.0	20	2.0	20	150000				"APS_tz17_hh"	74					
78.0	87	"cereals"	"maize"	25.0	0	10.0	0	500000				"APS_tz17_hh"	78					
81.0	88	"cereals"	"maize"	20.0	1	10.0	1	40000				"APS_tz17_hh"	81					
83.0	89	"cereals"	"maize"	13.0	1	6.0	1	45000				"APS_tz17_hh"	83					
83.0	90	"legumes_oilseeds"	"groundnut"	8.0	3	4.0	3	20000				"APS_tz17_hh"	83					
83.0	91	"legumes_oilseeds"	"beans"	4.0	1	3.0	1	100000				"APS_tz17_hh"	83					
83.0	92	"cash_other"	"sugar_cane"	3000.0	23	3000.0	23	200				"APS_tz17_hh"	83					
83.0	93	"cereals"	"maize"	300.0	23	300.0	1	200				"APS_tz17_hh"	83					
84.0	94	"cereals"	"maize"	5.0	1	4.0	1	35000				"APS_tz17_hh"	84					
85.0	95	"cereals"	"maize"	22.0	1	12.0	1	70000				"APS_tz17_hh"	85					
86.0	96	"cereals"	"maize"	20.0	1	10.0	1	60000				"APS_tz17_hh"	86					
87.0	97	"cereals"	"maize"	24.0	0	13.0	0	40000				"APS_tz17_hh"	87					
87.0	98	"legumes_oilseeds"	"beans"	7.0	0	5.0	0	80000				"APS_tz17_hh"	87					
88.0	99	"cereals"	"maize"	64.0	0	40.0	0	42000				"APS_tz17_hh"	88					
88.0	100	"legumes_oilseeds"	"beans"	16.0	0	12.0	0	85000				"APS_tz17_hh"	88					
89.0	101	"cereals"	"maize"	1.0	0	1.0	0	30000				"APS_tz17_hh"	89					
92.0	102	"vegetables"	"tomatoes"	20.0	10	20.0	10	10000				"APS_tz17_hh"	92					
93.0	103	"cereals"	"maize"	20.0	0	5.0	0	30000				"APS_tz17_hh"	93					
95.0	104	"cereals"	"maize"	30.0	0	10.0	0	40000				"APS_tz17_hh"	95					
96.0	105	"cereals"	"maize"	65.0	0	35.0	1	42000				"APS_tz17_hh"	96					
97.0	106	"cereals"	"maize"	57.0	1	30.0	1	40000				"APS_tz17_hh"	97					
98.0	107	"cereals"	"maize"	30.0	1	20.0	1	35000				"APS_tz17_hh"	98					
99.0	108	"cereals"	"maize"	200.0	0	150.0	0	35000				"APS_tz17_hh"	99					
101.0	109	"cereals"	"maize"	9.0	0	3.0	0	35000				"APS_tz17_hh"	101					
104.0	110	"cereals"	"maize"	8.0	1	7.0	1	30000				"APS_tz17_hh"	104					
108.0	111	"cereals"	"maize"	30.0	0	22.0	0	50000				"APS_tz17_hh"	108					
108.0	112	"legumes_oilseeds"	"sunflower"	2.0	0	2.0	0	35000				"APS_tz17_hh"	108					
111.0	113	"cereals"	"maize"	103.0	0	77.0	0	50000				"APS_tz17_hh"	111					
112.0	114	"cereals"	"maize"	38.0	0	15.0	0	60000				"APS_tz17_hh"	112					
112.0	115	"legumes_oilseeds"	"sunflower"	5.0	0	2.0	0	18000				"APS_tz17_hh"	112					
114.0	116	"cereals"	"maize"	16.0	1	8.0	1	30000				"APS_tz17_hh"	114					
115.0	117	"cereals"	"maize"	13.0	1	5.0	1	20000				"APS_tz17_hh"	115					
116.0	118	"cereals"	"maize"	30.0	1	20.0	1	60000				"APS_tz17_hh"	116					
117.0	119	"cereals"	"maize"	56.0	0	40.0	0	90000				"APS_tz17_hh"	117					
119.0	120	"cereals"	"maize"	100.0	0	80.0	0	3600000				"APS_tz17_hh"	119					
121.0	121	"cereals"	"maize"	18.0	1	5.0	1	43000				"APS_tz17_hh"	121					
123.0	122	"cash_other"	"coffee"	200.0	8	200.0	8	4000				"APS_tz17_hh"	123					
124.0	123	"cereals"	"maize"	20.0	0	4.0	0	40000				"APS_tz17_hh"	124					
124.0	124	"cash_other"	"coffee"	2.0	0	2.0	3	192500				"APS_tz17_hh"	124					
126.0	125	"cereals"	"maize"	20.0	0	5.0	0	60000				"APS_tz17_hh"	126					
127.0	126	"cash_other"	"coffee"	6.0	10	6.0	10	20000				"APS_tz17_hh"	127					
127.0	127	"cereals"	"maize"	60.0	0	40.0	0	30000				"APS_tz17_hh"	127					
127.0	128	"legumes_oilseeds"	"groundnut"	4.0	2	2.0	2	30000				"APS_tz17_hh"	127					
127.0	129	"legumes_oilseeds"	"sunflower"	4.0	2	3.0	2	32000				"APS_tz17_hh"	127					
128.0	130	"cereals"	"maize"	22.0	1	4.0	1	50000				"APS_tz17_hh"	128					
128.0	131	"legumes_oilseeds"	"beans"	6.0	1	4.0	1	100000				"APS_tz17_hh"	128					
128.0	132	"cash_other"	"coffee"	10.0	1	10.0	1	50000				"APS_tz17_hh"	128					
129.0	133	"cereals"	"maize"	13.0	1	3.0	1	40000				"APS_tz17_hh"	129					
129.0	134	"legumes_oilseeds"	"beans"	2.0	1	1.0	1	100000				"APS_tz17_hh"	129					
131.0	135	"cereals"	"maize"	12.0	0	2.0	0	60000				"APS_tz17_hh"	131					
132.0	136	"cereals"	"maize"	18.0	1	12.0	1	30000				"APS_tz17_hh"	132					
135.0	137	"cereals"	"maize"	15.0	0	5.0	0	90000				"APS_tz17_hh"	135					
137.0	138	"cash_other"	"coffee"	4.0	1	4.0	1	470000				"APS_tz17_hh"	137					
137.0	139	"cereals"	"maize"	30.0	1	10.0	1	36000				"APS_tz17_hh"	137					
137.0	140	"legumes_oilseeds"	"beans"	6.0	1	4.0	1	100000				"APS_tz17_hh"	137					
138.0	141	"cash_other"	"coffee"	10.0	2	6.0	2	180000				"APS_tz17_hh"	138					
138.0	142	"legumes_oilseeds"	"beans"	2.0	1	8.0	10	29000				"APS_tz17_hh"	138					
139.0	143	"cereals"	"maize"	18.0	1	10.0	1	42000				"APS_tz17_hh"	139					
139.0	144	"legumes_oilseeds"	"beans"	8.0	10	6.0	10	15000				"APS_tz17_hh"	139					
141.0	145	"cereals"	"maize"	27.0	1	10.0	1	30000				"APS_tz17_hh"	141					
142.0	146	"cereals"	"maize"	42.0	8	2.0	0	36000				"APS_tz17_hh"	142					
142.0	147	"legumes_oilseeds"	"beans"	8.0	0	4.0	0	108000				"APS_tz17_hh"	142					
143.0	148	"cereals"	"maize"	15.5	0	4.0	0	40000				"APS_tz17_hh"	143					
143.0	149	"cash_other"	"coffee"	8.5	1	8.5	1	240000				"APS_tz17_hh"	143					
144.0	150	"cereals"	"maize"	35.0	1	15.0	1	60000				"APS_tz17_hh"	144					
148.0	151	"cereals"	"maize"	55.0	0	34.0	0	55000				"APS_tz17_hh"	148					
149.0	152	"legumes_oilseeds"	"sunflower"	1.5	1	4.0	10	5000				"APS_tz17_hh"	149					
149.0	153	"cereals"	"maize"	7.0	1	11.0	10	6000				"APS_tz17_hh"	149					
149.0	154	"legumes_oilseeds"	"cowpeas"	2.5	10	1.0	10	20000				"APS_tz17_hh"	149					
150.0	155	"cereals"	"maize"	70.0	0	55.0	0	60000				"APS_tz17_hh"	150					
155.0	156	"legumes_oilseeds"	"beans"	9.0	10	8.0	10	18000				"APS_tz17_hh"	155					
155.0	157	"cereals"	"maize"	18.0	1	8.0	1	35000				"APS_tz17_hh"	155					
158.0	158	"cereals"	"maize"	3.5	1	3.0	10	10000				"APS_tz17_hh"	158					
158.0	159	"legumes_oilseeds"	"beans"	5.0	10	4.0	10	35000				"APS_tz17_hh"	158					
159.0	160	"cereals"	"maize"	42.0	1	21.0	1	43000				"APS_tz17_hh"	159					
159.0	161	"cash_other"	"sugar_cane"	2500.0	23	2500.0	23	100				"APS_tz17_hh"	159					
160.0	162	"cereals"	"maize"	20.0	1	3.0	1	40000				"APS_tz17_hh"	160					
163.0	163	"cereals"	"maize"	35.0	0	7.0	0	60000				"APS_tz17_hh"	163					
167.0	164	"cereals"	"maize"	25.0	1	13.0	1	90000				"APS_tz17_hh"	167					
167.0	165	"legumes_oilseeds"	"sunflower"	11.0	2	10.0	2	50000				"APS_tz17_hh"	167					
167.0	166	"vegetables"	"tomatoes"	612.0	10	610.0	1	9000				"APS_tz17_hh"	167					
171.0	167	"legumes_oilseeds"	"sunflower"	8.0	2	6.0	2	50000				"APS_tz17_hh"	171					
173.0	168	"vegetables"	"tomatoes"	195.0	10	195.0	10	9000				"APS_tz17_hh"	173					
174.0	169	"cereals"	"maize"	14.0	1	4.0	1	40000				"APS_tz17_hh"	174					
174.0	170	"legumes_oilseeds"	"sunflower"	8.0	2	6.0	2	50000				"APS_tz17_hh"	174					
176.0	171	"vegetables"	"tomatoes"	98.0	14	98.0	14	35000				"APS_tz17_hh"	176					
177.0	172	"cereals"	"maize"	40.0	0	10.0	0	70000				"APS_tz17_hh"	177					
180.0	173	"cereals"	"maize"	32.0	1	25.0	1	60000				"APS_tz17_hh"	180					
180.0	174	"vegetables"	"tomatoes"	723.0	10	723.0	10	6800				"APS_tz17_hh"	180					
181.0	175	"vegetables"	"tomatoes"	600.0	10	600.0	10	10000				"APS_tz17_hh"	181					
184.0	176	"legumes_oilseeds"	"sunflower"	12.0	0	12.0	0	45000				"APS_tz17_hh"	184					
188.0	177	"cereals"	"maize"	30.0	1	15.0	1	130000				"APS_tz17_hh"	188					
188.0	178	"legumes_oilseeds"	"sunflower"	16.0	2	16.0	2	40000				"APS_tz17_hh"	188					
189.0	179	"cereals"	"maize"	45.0	1	35.0	1	80000				"APS_tz17_hh"	189					
189.0	180	"legumes_oilseeds"	"sunflower"	56.0	2	56.0	1	65000				"APS_tz17_hh"	189					
190.0	181	"cereals"	"maize"	15.0	1	5.0	1	70000				"APS_tz17_hh"	190					
190.0	182	"legumes_oilseeds"	"sunflower"	20.0	2	20.0	2	45000				"APS_tz17_hh"	190					
192.0	183	"cereals"	"maize"	45.0	0	20.0	0	75000				"APS_tz17_hh"	192					
195.0	184	"legumes_oilseeds"	"sunflower"	8.0	1	5.0	1	40000				"APS_tz17_hh"	195					
197.0	185	"cereals"	"maize"	70.0	1	50.0	1	120000				"APS_tz17_hh"	197					
197.0	186	"legumes_oilseeds"	"sunflower"	80.0	1	70.0	1	55000				"APS_tz17_hh"	197					
197.0	187	"cereals"	"sorghum"	10.0	1	9.0	1	50000				"APS_tz17_hh"	197					
198.0	188	"cereals"	"maize"	77.0	1	62.0	1	110000				"APS_tz17_hh"	198					
198.0	189	"legumes_oilseeds"	"sunflower"	80.0	2	74.0	1	55000				"APS_tz17_hh"	198					
199.0	190	"cereals"	"maize"	150.0	0	130.0	0	120000				"APS_tz17_hh"	199					
199.0	191	"legumes_oilseeds"	"sunflower"	100.0	2	85.0	2	50000				"APS_tz17_hh"	199					
202.0	192	"cereals"	"maize"	119.0	10	84.0	10	50000				"APS_tz17_hh"	202					
202.0	193	"legumes_oilseeds"	"sunflower"	35.0	10	35.0	10	10800				"APS_tz17_hh"	202					
205.0	194	"legumes_oilseeds"	"sunflower"	91.0	10	91.0	10	5700				"APS_tz17_hh"	205					
206.0	195	"legumes_oilseeds"	"sunflower"	20.0	0	14.0	0	60000				"APS_tz17_hh"	206					
208.0	196	"legumes_oilseeds"	"sunflower"	70.0	10	49.0	10	5500				"APS_tz17_hh"	208					
209.0	197	"legumes_oilseeds"	"sunflower"	9.0	2	6.0	2	35000				"APS_tz17_hh"	209					
210.0	198	"cereals"	"maize"	27.0	0	17.0	0	140000				"APS_tz17_hh"	210					
210.0	199	"legumes_oilseeds"	"sunflower"	30.0	2	28.0	2	60000				"APS_tz17_hh"	210					
211.0	200	"legumes_oilseeds"	"sunflower"	17.0	2	16.0	2	35000				"APS_tz17_hh"	211					
212.0	201	"cereals"	"maize"	13.0	0	7.0	0	80000				"APS_tz17_hh"	212					
212.0	202	"legumes_oilseeds"	"sunflower"	15.0	2	10.0	2	57000				"APS_tz17_hh"	212					
213.0	203	"cereals"	"maize"	84.0	1	56.0	1	60000				"APS_tz17_hh"	213					
213.0	204	"legumes_oilseeds"	"sunflower"	10.0	2	10.0	1	40000				"APS_tz17_hh"	213					
214.0	205	"cereals"	"maize"	245.0	0	117.0	0	110000				"APS_tz17_hh"	214					
214.0	206	"legumes_oilseeds"	"sunflower"	20.0	2	15.0	2	60000				"APS_tz17_hh"	214					
215.0	207	"cereals"	"maize"	16.0	0	4.0	0	45000				"APS_tz17_hh"	215					
215.0	208	"legumes_oilseeds"	"pigeon_pea"	6.0	0	6.0	1	132000				"APS_tz17_hh"	215					
216.0	209	"cereals"	"maize"	92.0	0	68.0	0	60000				"APS_tz17_hh"	216					
216.0	210	"legumes_oilseeds"	"pigeon_pea"	8.0	0	7.0	0	320000				"APS_tz17_hh"	216					
216.0	211	"legumes_oilseeds"	"beans"	4.0	0	3.0	0	120000				"APS_tz17_hh"	216					
217.0	212	"cereals"	"maize"	30.0	1	20.0	1	40000				"APS_tz17_hh"	217					
217.0	213	"legumes_oilseeds"	"pigeon_pea"	4.0	0	4.0	0	120000				"APS_tz17_hh"	217					
218.0	214	"cereals"	"maize"	50.0	1	45.0	1	42000				"APS_tz17_hh"	218					
218.0	215	"legumes_oilseeds"	"pigeon_pea"	5.0	0	4.5	0	120000				"APS_tz17_hh"	218					
219.0	216	"cereals"	"maize"	2.0	1	1.0	1	50000				"APS_tz17_hh"	219					
220.0	217	"cereals"	"maize"	1.0	20	1.0	20	1300000				"APS_tz17_hh"	220					
220.0	218	"legumes_oilseeds"	"beans"	16.0	1	14.0	1	160000				"APS_tz17_hh"	220					
221.0	219	"cereals"	"maize"	25.0	0	20.0	0	35000				"APS_tz17_hh"	221					
221.0	220	"legumes_oilseeds"	"pigeon_pea"	9.0	0	9.0	1	120000				"APS_tz17_hh"	221					
227.0	221	"cereals"	"maize"	56.0	1	46.0	1	50000				"APS_tz17_hh"	227					
227.0	222	"legumes_oilseeds"	"pigeon_pea"	8.0	1	7.0	0	90000				"APS_tz17_hh"	227					
227.0	223	"legumes_oilseeds"	"beans"	4.0	1	3.0	1	120000				"APS_tz17_hh"	227					
228.0	224	"cereals"	"maize"	17.0	1	12.0	1	50000				"APS_tz17_hh"	228					
228.0	225	"legumes_oilseeds"	"pigeon_pea"	4.0	0	4.0	0	108000				"APS_tz17_hh"	228					
229.0	226	"cereals"	"maize"	20.0	1	5.0	1	80000				"APS_tz17_hh"	229					
229.0	227	"legumes_oilseeds"	"pigeon_pea"	20.0	1	20.0	0	120000				"APS_tz17_hh"	229					
231.0	228	"cereals"	"sorghum"	1.0	0	1.0	0	30000				"APS_tz17_hh"	231					
233.0	229	"cereals"	"maize"	30.0	0	20.0	0	30000				"APS_tz17_hh"	233					
233.0	230	"legumes_oilseeds"	"pigeon_pea"	3.0	0	2.0	0	80000				"APS_tz17_hh"	233					
234.0	231	"cereals"	"maize"	20.0	0	5.0	1	30000				"APS_tz17_hh"	234					
234.0	232	"legumes_oilseeds"	"pigeon_pea"	3.0	0	1.0	0	80000				"APS_tz17_hh"	234					
235.0	233	"legumes_oilseeds"	"pigeon_pea"	6.0	0	6.0	0	119000				"APS_tz17_hh"	235					
236.0	234	"cereals"	"maize"	20.0	0	10.0	0	30000				"APS_tz17_hh"	236					
237.0	235	"legumes_oilseeds"	"pigeon_pea"	5.0	0	4.0	0	100000				"APS_tz17_hh"	237					
238.0	236	"legumes_oilseeds"	"legume_other"	5.5	1	5.0	1	170000				"APS_tz17_hh"	238					
238.0	237	"legumes_oilseeds"	"pigeon_pea"	6.0	0	6.0	0	100000				"APS_tz17_hh"	238					
239.0	238	"cereals"	"maize"	12.0	0	4.0	0	87000				"APS_tz17_hh"	239					
239.0	239	"legumes_oilseeds"	"pigeon_pea"	1.0	0	1.0	0	140000				"APS_tz17_hh"	239					
240.0	240	"cereals"	"maize"	12.0	1	4.0	1	55000				"APS_tz17_hh"	240					
242.0	241	"cereals"	"maize"	480.0	10	360.0	10	12500				"APS_tz17_hh"	242					
242.0	242	"legumes_oilseeds"	"pigeon_pea"	120.0	10	120.0	10	18500				"APS_tz17_hh"	242					
242.0	243	"vegetables"	"veg_other"	2500.0	8	2500.0	8	2000				"APS_tz17_hh"	242					
244.0	244	"cereals"	"maize"	12.0	0	12.0	0	43000				"APS_tz17_hh"	244					
244.0	245	"legumes_oilseeds"	"beans"	5.0	0	4.0	0	120000				"APS_tz17_hh"	244					
244.0	246	"legumes_oilseeds"	"pigeon_pea"	4.5	0	4.0	0	110000				"APS_tz17_hh"	244					
244.0	247	"legumes_oilseeds"	"chick_peas"	15.0	0	15.0	0	150000				"APS_tz17_hh"	244					
248.0	248	"cereals"	"maize"	22.0	0	15.0	0	50000				"APS_tz17_hh"	248					
248.0	249	"legumes_oilseeds"	"pigeon_pea"	2.0	0	2.0	0	110000				"APS_tz17_hh"	248					
249.0	250	"legumes_oilseeds"	"chick_peas"	8.0	1	8.0	1	100000				"APS_tz17_hh"	249					
250.0	251	"cereals"	"maize"	16.0	1	4.0	1	45000				"APS_tz17_hh"	250					
250.0	252	"legumes_oilseeds"	"chick_peas"	25.0	1	24.0	1	165000				"APS_tz17_hh"	250					
251.0	253	"cereals"	"maize"	70.0	1	50.0	1	50000				"APS_tz17_hh"	251					
251.0	254	"legumes_oilseeds"	"green_gram"	40.0	1	40.0	1	150000				"APS_tz17_hh"	251					
253.0	255	"cereals"	"maize"	45.0	1	20.0	1	45000				"APS_tz17_hh"	253					
253.0	256	"legumes_oilseeds"	"sunflower"	5.0	2	4.0	1	50000				"APS_tz17_hh"	253					
253.0	257	"legumes_oilseeds"	"green_gram"	4.0	1	4.0	1	110000				"APS_tz17_hh"	253					
254.0	258	"cereals"	"maize"	5.0	1	45000.0	1	60000				"APS_tz17_hh"	254					
255.0	259	"legumes_oilseeds"	"pigeon_pea"	120.0	8	1.0	0	125000				"APS_tz17_hh"	255					
255.0	260	"cereals"	"maize"	5.0	0	2.0	0	90000				"APS_tz17_hh"	255					
256.0	261	"legumes_oilseeds"	"pigeon_pea"	5.0	1	4.0	1	120000				"APS_tz17_hh"	256					
258.0	262	"cereals"	"maize"	80.0	0	70.0	1	45000				"APS_tz17_hh"	258					
258.0	263	"legumes_oilseeds"	"pigeon_pea"	10.0	0	10.0	0	120000				"APS_tz17_hh"	258					
258.0	264	"legumes_oilseeds"	"beans"	6.0	0	4.0	0	100000				"APS_tz17_hh"	258					
259.0	265	"legumes_oilseeds"	"pigeon_pea"	11.0	10	9.0	10	20000				"APS_tz17_hh"	259					
260.0	266	"cereals"	"maize"	28.0	0	10.0	0	30000				"APS_tz17_hh"	260					
262.0	267	"cereals"	"maize"	25.0	1	10.0	1	60000				"APS_tz17_hh"	262					
262.0	268	"legumes_oilseeds"	"pigeon_pea"	3.0	1	3.0	1	132000				"APS_tz17_hh"	262					
263.0	269	"cereals"	"maize"	52.0	1	34.0	1	42000				"APS_tz17_hh"	263					
263.0	270	"legumes_oilseeds"	"pigeon_pea"	2.0	1	2.0	1	135000				"APS_tz17_hh"	263					
268.0	271	"cereals"	"maize"	200.0	0	185.0	0	50000				"APS_tz17_hh"	268					
268.0	272	"legumes_oilseeds"	"pigeon_pea"	5.0	0	4.0	0	128000				"APS_tz17_hh"	268					
269.0	273	"cereals"	"maize"	84.0	0	50.0	0	45000				"APS_tz17_hh"	269					
269.0	274	"legumes_oilseeds"	"beans"	5.0	0	3.0	0	150000				"APS_tz17_hh"	269					
269.0	275	"legumes_oilseeds"	"pigeon_pea"	9.0	0	8.0	0	132000				"APS_tz17_hh"	269					
270.0	276	"cereals"	"maize"	720.0	10	540.0	10	7500				"APS_tz17_hh"	270					
270.0	277	"legumes_oilseeds"	"beans"	72.0	10	48.0	10	14000				"APS_tz17_hh"	270					
270.0	278	"legumes_oilseeds"	"pigeon_pea"	18.0	10	18.0	10	22000				"APS_tz17_hh"	270					
271.0	279	"cereals"	"maize"	12.0	1	4.0	1	60000				"APS_tz17_hh"	271					
271.0	280	"legumes_oilseeds"	"sunflower"	3.0	2	2.0	2	60000				"APS_tz17_hh"	271					
271.0	281	"vegetables"	"tomatoes"	4.0	14	4.0	14	20000				"APS_tz17_hh"	271					
272.0	282	"cereals"	"maize"	70.0	1	30.0	1	42000				"APS_tz17_hh"	272					
273.0	283	"cereals"	"maize"	30.0	0	20.0	0	70000				"APS_tz17_hh"	273					
274.0	284	"cereals"	"maize"	10.0	0	4.0	0	42000				"APS_tz17_hh"	274					
274.0	285	"legumes_oilseeds"	"beans"	3.0	0	2.0	0	132000				"APS_tz17_hh"	274					
275.0	286	"cereals"	"maize"	50.0	0	10.0	0	30000				"APS_tz17_hh"	275					
275.0	287	"legumes_oilseeds"	"beans"	5.0	0	1.0	0	60000				"APS_tz17_hh"	275					
275.0	288	"legumes_oilseeds"	"pigeon_pea"	3.0	10	3.0	10	25000				"APS_tz17_hh"	275					
277.0	289	"cereals"	"maize"	30.0	0	17.0	0	45000				"APS_tz17_hh"	277					
277.0	290	"legumes_oilseeds"	"pigeon_pea"	1.0	0	1.0	0	120000				"APS_tz17_hh"	277					
281.0	291	"legumes_oilseeds"	"sunflower"	15.0	0	15.0	0	40000				"APS_tz17_hh"	281					
282.0	292	"legumes_oilseeds"	"sunflower"	10.0	0	7.0	0	50000				"APS_tz17_hh"	282					
283.0	293	"cereals"	"maize"	40.0	1	30.0	1	40000				"APS_tz17_hh"	283					
283.0	294	"legumes_oilseeds"	"sunflower"	20.0	1	20.0	1	30000				"APS_tz17_hh"	283					
284.0	295	"cereals"	"maize"	40.0	1	38.0	1	42000				"APS_tz17_hh"	284					
284.0	296	"legumes_oilseeds"	"sunflower"	6.0	1	6.0	1	65000				"APS_tz17_hh"	284					
284.0	297	"legumes_oilseeds"	"pigeon_pea"	2.0	1	2.0	1	200000				"APS_tz17_hh"	284					
285.0	298	"cereals"	"maize"	120.0	0	70.0	0	45000				"APS_tz17_hh"	285					
285.0	299	"legumes_oilseeds"	"sunflower"	25.0	0	25.0	0	38000				"APS_tz17_hh"	285					
286.0	300	"cereals"	"maize"	7.0	1	1.0	1	42000				"APS_tz17_hh"	286					
286.0	301	"legumes_oilseeds"	"sunflower"	3.0	2	2.5	1	30000				"APS_tz17_hh"	286					
287.0	302	"cereals"	"maize"	57.0	1	34.0	1	42000				"APS_tz17_hh"	287					
287.0	303	"legumes_oilseeds"	"sunflower"	8.0	2	7.0	2	60000				"APS_tz17_hh"	287					
287.0	304	"legumes_oilseeds"	"pigeon_pea"	2.5	1	2.0	1	90000				"APS_tz17_hh"	287					
287.0	305	"legumes_oilseeds"	"beans"	7.5	1	2.0	1	120000				"APS_tz17_hh"	287					
288.0	306	"cereals"	"maize"	26.0	1	16.0	1	60000				"APS_tz17_hh"	288					
288.0	307	"legumes_oilseeds"	"sunflower"	15.0	1	12.0	1	50000				"APS_tz17_hh"	288					
288.0	308	"legumes_oilseeds"	"green_gram"	5.0	10	4.0	1	20000				"APS_tz17_hh"	288					
289.0	309	"cereals"	"maize"	8.0	1	3.0	10	8000				"APS_tz17_hh"	289					
289.0	310	"legumes_oilseeds"	"pigeon_pea"	3.0	10	1.0	10	20000				"APS_tz17_hh"	289					
291.0	311	"legumes_oilseeds"	"sunflower"	50000.0	1	13.0	1	55000				"APS_tz17_hh"	291					
292.0	312	"legumes_oilseeds"	"sunflower"	50000.0	1	10.0	1	50000				"APS_tz17_hh"	292					
293.0	313	"cereals"	"maize"	100.0	1	30.0	1	60000				"APS_tz17_hh"	293					
293.0	314	"legumes_oilseeds"	"sunflower"	420.0	10	140.0	10	7000				"APS_tz17_hh"	293					
294.0	315	"cereals"	"maize"	15000.0	1	7.0	1	50000				"APS_tz17_hh"	294					
294.0	316	"legumes_oilseeds"	"sunflower"	20.0	2	15.0	2	40000				"APS_tz17_hh"	294					
295.0	317	"cereals"	"maize"	20.0	0	5.0	0	40000				"APS_tz17_hh"	295					
295.0	318	"cereals"	"finger_millet"	2.0	0	1.0	1	70000				"APS_tz17_hh"	295					
295.0	319	"legumes_oilseeds"	"sunflower"	4.0	0	2.0	0	35000				"APS_tz17_hh"	295					
295.0	320	"legumes_oilseeds"	"cowpeas"	2.0	0	1.3	0	30000				"APS_tz17_hh"	295					
296.0	321	"cereals"	"maize"	120.0	0	50.0	1	47000				"APS_tz17_hh"	296					
296.0	322	"legumes_oilseeds"	"sunflower"	50.0	0	40.0	11	50000				"APS_tz17_hh"	296					
297.0	323	"cereals"	"maize"	15.0	0	5.0	1	40000				"APS_tz17_hh"	297					
297.0	324	"legumes_oilseeds"	"sunflower"	10.0	2	9.0	2	50000				"APS_tz17_hh"	297					
298.0	325	"legumes_oilseeds"	"beans"	1.5	0	2.0	10	22000				"APS_tz17_hh"	298					
299.0	326	"cereals"	"maize"	38.0	0	10.0	0	30000				"APS_tz17_hh"	299					
300.0	327	"cereals"	"maize"	48.0	0	30.0	0	45000				"APS_tz17_hh"	300					
301.0	328	"legumes_oilseeds"	"sunflower"	29.0	2	26.0	2	52000				"APS_tz17_hh"	301					
302.0	329	"cereals"	"maize"	50.0	1	30.0	1	42000				"APS_tz17_hh"	302					
302.0	330	"legumes_oilseeds"	"sunflower"	10.0	2	10.0	2	35000				"APS_tz17_hh"	302					
303.0	331	"cereals"	"maize"	3.0	1	1.0	1	70000				"APS_tz17_hh"	303					
305.0	332	"cereals"	"maize"	30.0	0	25.0	0	84000				"APS_tz17_hh"	305					
305.0	333	"roots_tubers"	"irish_potatoes"	21.0	0	21.0	0	35000				"APS_tz17_hh"	305					
306.0	334	"roots_tubers"	"irish_potatoes"	50.0	1	50.0	1	50000				"APS_tz17_hh"	306					
306.0	335	"cereals"	"maize"	20.0	1	5.0	1	50000				"APS_tz17_hh"	306					
306.0	336	"legumes_oilseeds"	"beans"	7.0	10	4.0	10	30000				"APS_tz17_hh"	306					
307.0	337	"cereals"	"maize"	8.0	1	5.0	1	30000				"APS_tz17_hh"	307					
307.0	338	"roots_tubers"	"irish_potatoes"	5.0	1	5.0	1	24000				"APS_tz17_hh"	307					
308.0	339	"cereals"	"maize"	10.0	0	7.0	0	30000				"APS_tz17_hh"	308					
309.0	340	"cereals"	"maize"	7.0	0	8.0	10	6000				"APS_tz17_hh"	309					
310.0	341	"cereals"	"wheat"	1.5	1	1.0	1	60000				"APS_tz17_hh"	310					
310.0	342	"legumes_oilseeds"	"beans"	2.5	10	1.0	10	25000				"APS_tz17_hh"	310					
311.0	343	"cereals"	"maize"	5.0	1	1.0	1	85000				"APS_tz17_hh"	311					
312.0	344	"cereals"	"maize"	13.0	1	7.0	1	60000				"APS_tz17_hh"	312					
314.0	345	"cereals"	"maize"	7.0	0	1.0	0	70000				"APS_tz17_hh"	314					
314.0	346	"cereals"	"wheat"	25.0	10	25.0	8	10000				"APS_tz17_hh"	314					
315.0	347	"cereals"	"wheat"	1.0	0	1.0	1	70000				"APS_tz17_hh"	315					
315.0	348	"legumes_oilseeds"	"beans"	3.0	10	2.0	10	21000				"APS_tz17_hh"	315					
318.0	349	"roots_tubers"	"irish_potatoes"	14.0	1	14.0	1	35000				"APS_tz17_hh"	318					
