enumerator	enumerator_o	supervisor	supervisor_o	enum_date	enum_seq	zone	region	district	site	hhid	year	area_est	area_gps	area_gps_calc	area_gps_conf	plotid	focrep	focrmk	macq	reln	landdoc	landdoc0	landdoc1	landdoc2	landdoc3	landdoc4	landdoc5	landdoc6	landdoc7	landdoc99	sell	plotowner	plotowner1	plotowner2	plotowner3	plotowner4	plotowner5	plotowner6	plotowner7	plotowner8	plotowner9	plotowner10	plotowner11	plotowner12	plotowner13	plotowner99	plotdecis	plotdecis1	plotdecis2	plotdecis3	plotdecis4	plotdecis5	plotdecis6	plotdecis7	plotdecis8	plotdecis9	plotdecis10	plotdecis11	plotdecis12	plotdecis13	plotdecis99	whencleared	whencultiv	cult	fallow_bin	fallow_yr	fallow_dur	slpe	position	wlk	irrig_bin	irrig_typ	irrig_typ_o	disp	dspy	dspc	dswm	resolv	resolv1	resolv2	resolv3	resolv4	resolv5	resolv6	resolv7	resolv8	resolv9	resolv99	tenuresec	concnwh	soiltest	fertility	fertilitychange	fertindic	fertindic1	fertindic2	fertindic3	fertindic4	fertindic5	fertindic6	fertindic99	fertindic_o	dis_bin	dis_typ	dis_o_spec	striga_bin	mc_bin	mc_cgrp	mc_crop	mc_prop	mc_pmo	mc_pwk	mc_hmo	i1_bin	i1_cgrp	i1_crop	i1_prop	i1_pmo	i1_pwk	i1_hmo	i2_bin	i2_cgrp	i2_crop	i2_prop	i2_pmo	i2_pwk	i2_hmo	i3_bin	i3_cgrp	i3_crop	i3_prop	i3_pmo	i3_pwk	i3_hmo	i4_bin	i4_cgrp	i4_crop	i4_prop	i4_pmo	i4_pwk	i4_hmo	i5_bin	i5_cgrp	i5_crop	i5_prop	i5_pmo	i5_pwk	i5_hmo	bc_bin	bc_cgrp	bc_crop	bc_pmo	bc_pwk	bc_hmo	shortcrop	smc_cgrp	smc_crop	smc_prop	smc_pmo	smc_pwk	smc_hmo	si1_bin	si1_cgrp	si1_crop	si1_prop	si1_pmo	si1_pwk	si1_hmo	si2_bin	si2_cgrp	si2_crop	si2_prop	si2_pmo	si2_pwk	si2_hmo	seedseas	seed1	seed2	seed3	seed4	seed5	seed6	seedexp	fertilizer_bin	why_not_fertilizer	amnd0	amnd0b	herbtyp	herbtypo	amnd1	amnd2	amnd3	amnd4	amnd5	inputexp	prepsoil	pgn_r1	pgn_r2	pgn_r3	pgn_r4	pgn_r5	gnt_r1	gnt_r2	gnt_r3	gnt_r4	gnt_r5	soy_r1	soy_r2	soy_r3	soy_r4	soy_r5	cwp_r1	cwp_r2	cwp_r3	cwp_r4	cwp_r5	bea_r1	bea_r2	bea_r3	bea_r4	bea_r5	mai_r1	mai_r2	mai_r3	mai_r4	mai_r5	oth_r1	oth_r1_spec	oth_r2	oth_r3	oth_r4	wee_r1	wee_r4	wee_r5	till_	till_1	till_2	till_3	till_4	till_5	till_6	till_7	till_8	till_9	weedings	rep_weeding_count	trc_a_labels	trc_a1	trc_a2	trc_a3	trc_a4	trc_a5	trc_a1_ohire	trc_a1_ocost	trc_a1_mhire	trc_a1_mcost	trc_a2_ohire	trc_a2_ocost	trc_a2_mhire	trc_a2_mcost	trc_a3_ohire	trc_a3_ocost	trc_a3_mhire	trc_a3_mcost	trc_a4_ohire	trc_a4_ocost	trc_a4_mhire	trc_a4_mcost	trc_a5_spec	trc_a5_ohire	trc_a5_ocost	trc_a5_mhire	trc_a5_mcost	swcp_labels	mulch1	cmanr1	fmanr1	sburn1	gmanr1	terrc1	grass1	cresd1	basin1	zerot1	rippg1	drain1	ridge1	contb1	ocon1	ocon1_spec	mulch2	mulch3	mulch4	mulch5	cmanr2	cmanr3	cmanr4	cmanr5	fmanr2	fmanr3	fmanr4	fmanr5	sburn2	sburn3	sburn4	sburn5	gmanr2	gmanr3	gmanr4	gmanr5	terrc2	terrc3	terrc4	terrc5	grass2	grass3	grass4	grass5	cresd2	cresd3	cresd4	cresd5	basin2	basin3	basin4	basin5	zerot2	zerot3	zerot4	zerot5	rippg2	rippg3	rippg4	rippg5	drain2	drain3	drain4	drain5	ridgetyp	ridgetypo	ridge2	ridge3	ridge4	ridge5	contb2	contb3	contb4	contb5	ocon2	ocon3	ocon4	ocon5	residue_labels	h_y1_m1	h_y1_s1	h_y2_m1	h_y2_s1	h_y3_m1	h_y3_s1	h_y4_m1	h_y4_s1	h_y5_m1	h_y5_s1	h_y1_m2	h_y1_m2_1	h_y1_m2_2	h_y1_m2_3	h_y1_m2_4	h_y1_m2_5	h_y1_m2_6	h_y1_m2_7	h_y1_m2_8	h_y1_m2_9	h_y1_m2_10	h_y1_m2_11	h_y1_m2_12	h_y1_m2_13	h_y1_m2_14	h_y1_m2_15	h_y1_m2_16	h_y1_m2_17	h_y1_m2_18	h_y1_m2_19	h_y1_m2_20	h_y1_m2_21	h_y1_m2_22	h_y1_m2_23	h_y1_m2_24	h_y1_m2_25	h_y1_m2_26	h_y1_m2_27	h_y1_m2_28	h_y1_m2_29	h_y1_m2_30	h_y1_m2_31	h_y1_m2_32	h_y1_m2_33	h_y1_m2_34	h_y1_m2_35	h_y1_m2_36	h_y1_m2_37	h_y1_m2_38	h_y1_m2_39	h_y1_m2_40	h_y1_m2_41	h_y1_m2_99	h_y1_m2_0	h_y1_m3_	h_y1_m4_	h_y1_s2	h_y1_s2_1	h_y1_s2_2	h_y1_s2_3	h_y1_s2_4	h_y1_s2_5	h_y1_s2_6	h_y1_s2_7	h_y1_s2_8	h_y1_s2_9	h_y1_s2_10	h_y1_s2_11	h_y1_s2_12	h_y1_s2_13	h_y1_s2_14	h_y1_s2_15	h_y1_s2_16	h_y1_s2_17	h_y1_s2_18	h_y1_s2_19	h_y1_s2_20	h_y1_s2_21	h_y1_s2_22	h_y1_s2_23	h_y1_s2_24	h_y1_s2_25	h_y1_s2_26	h_y1_s2_27	h_y1_s2_28	h_y1_s2_29	h_y1_s2_30	h_y1_s2_31	h_y1_s2_32	h_y1_s2_33	h_y1_s2_34	h_y1_s2_35	h_y1_s2_36	h_y1_s2_37	h_y1_s2_38	h_y1_s2_39	h_y1_s2_40	h_y1_s2_41	h_y1_s2_99	h_y1_s2_0	h_y1_s3	h_y1_s4	h_y2_m2	h_y2_m2_1	h_y2_m2_2	h_y2_m2_3	h_y2_m2_4	h_y2_m2_5	h_y2_m2_6	h_y2_m2_7	h_y2_m2_8	h_y2_m2_9	h_y2_m2_10	h_y2_m2_11	h_y2_m2_12	h_y2_m2_13	h_y2_m2_14	h_y2_m2_15	h_y2_m2_16	h_y2_m2_17	h_y2_m2_18	h_y2_m2_19	h_y2_m2_20	h_y2_m2_21	h_y2_m2_22	h_y2_m2_23	h_y2_m2_24	h_y2_m2_25	h_y2_m2_26	h_y2_m2_27	h_y2_m2_28	h_y2_m2_29	h_y2_m2_30	h_y2_m2_31	h_y2_m2_32	h_y2_m2_33	h_y2_m2_34	h_y2_m2_35	h_y2_m2_36	h_y2_m2_37	h_y2_m2_38	h_y2_m2_39	h_y2_m2_40	h_y2_m2_41	h_y2_m2_99	h_y2_m2_0	h_y2_m3_	h_y2_m4	h_y2_s2	h_y2_s2_1	h_y2_s2_2	h_y2_s2_3	h_y2_s2_4	h_y2_s2_5	h_y2_s2_6	h_y2_s2_7	h_y2_s2_8	h_y2_s2_9	h_y2_s2_10	h_y2_s2_11	h_y2_s2_12	h_y2_s2_13	h_y2_s2_14	h_y2_s2_15	h_y2_s2_16	h_y2_s2_17	h_y2_s2_18	h_y2_s2_19	h_y2_s2_20	h_y2_s2_21	h_y2_s2_22	h_y2_s2_23	h_y2_s2_24	h_y2_s2_25	h_y2_s2_26	h_y2_s2_27	h_y2_s2_28	h_y2_s2_29	h_y2_s2_30	h_y2_s2_31	h_y2_s2_32	h_y2_s2_33	h_y2_s2_34	h_y2_s2_35	h_y2_s2_36	h_y2_s2_37	h_y2_s2_38	h_y2_s2_39	h_y2_s2_40	h_y2_s2_41	h_y2_s2_99	h_y2_s2_0	h_y2_s3	h_y2_s4	h_y3_m2	h_y3_m2_1	h_y3_m2_2	h_y3_m2_3	h_y3_m2_4	h_y3_m2_5	h_y3_m2_6	h_y3_m2_7	h_y3_m2_8	h_y3_m2_9	h_y3_m2_10	h_y3_m2_11	h_y3_m2_12	h_y3_m2_13	h_y3_m2_14	h_y3_m2_15	h_y3_m2_16	h_y3_m2_17	h_y3_m2_18	h_y3_m2_19	h_y3_m2_20	h_y3_m2_21	h_y3_m2_22	h_y3_m2_23	h_y3_m2_24	h_y3_m2_25	h_y3_m2_26	h_y3_m2_27	h_y3_m2_28	h_y3_m2_29	h_y3_m2_30	h_y3_m2_31	h_y3_m2_32	h_y3_m2_33	h_y3_m2_34	h_y3_m2_35	h_y3_m2_36	h_y3_m2_37	h_y3_m2_38	h_y3_m2_39	h_y3_m2_40	h_y3_m2_41	h_y3_m2_99	h_y3_m2_0	h_y3_m3_	h_y3_m4	h_y3_s2	h_y3_s2_1	h_y3_s2_2	h_y3_s2_3	h_y3_s2_4	h_y3_s2_5	h_y3_s2_6	h_y3_s2_7	h_y3_s2_8	h_y3_s2_9	h_y3_s2_10	h_y3_s2_11	h_y3_s2_12	h_y3_s2_13	h_y3_s2_14	h_y3_s2_15	h_y3_s2_16	h_y3_s2_17	h_y3_s2_18	h_y3_s2_19	h_y3_s2_20	h_y3_s2_21	h_y3_s2_22	h_y3_s2_23	h_y3_s2_24	h_y3_s2_25	h_y3_s2_26	h_y3_s2_27	h_y3_s2_28	h_y3_s2_29	h_y3_s2_30	h_y3_s2_31	h_y3_s2_32	h_y3_s2_33	h_y3_s2_34	h_y3_s2_35	h_y3_s2_36	h_y3_s2_37	h_y3_s2_38	h_y3_s2_39	h_y3_s2_40	h_y3_s2_41	h_y3_s2_99	h_y3_s2_0	h_y3_s3_	h_y3_s4	h_y4_m2	h_y4_m2_1	h_y4_m2_2	h_y4_m2_3	h_y4_m2_4	h_y4_m2_5	h_y4_m2_6	h_y4_m2_7	h_y4_m2_8	h_y4_m2_9	h_y4_m2_10	h_y4_m2_11	h_y4_m2_12	h_y4_m2_13	h_y4_m2_14	h_y4_m2_15	h_y4_m2_16	h_y4_m2_17	h_y4_m2_18	h_y4_m2_19	h_y4_m2_20	h_y4_m2_21	h_y4_m2_22	h_y4_m2_23	h_y4_m2_24	h_y4_m2_25	h_y4_m2_26	h_y4_m2_27	h_y4_m2_28	h_y4_m2_29	h_y4_m2_30	h_y4_m2_31	h_y4_m2_32	h_y4_m2_33	h_y4_m2_34	h_y4_m2_35	h_y4_m2_36	h_y4_m2_37	h_y4_m2_38	h_y4_m2_39	h_y4_m2_40	h_y4_m2_41	h_y4_m2_99	h_y4_m2_0	h_y4_m3_	h_y4_m4	h_y4_s2	h_y4_s2_1	h_y4_s2_2	h_y4_s2_3	h_y4_s2_4	h_y4_s2_5	h_y4_s2_6	h_y4_s2_7	h_y4_s2_8	h_y4_s2_9	h_y4_s2_10	h_y4_s2_11	h_y4_s2_12	h_y4_s2_13	h_y4_s2_14	h_y4_s2_15	h_y4_s2_16	h_y4_s2_17	h_y4_s2_18	h_y4_s2_19	h_y4_s2_20	h_y4_s2_21	h_y4_s2_22	h_y4_s2_23	h_y4_s2_24	h_y4_s2_25	h_y4_s2_26	h_y4_s2_27	h_y4_s2_28	h_y4_s2_29	h_y4_s2_30	h_y4_s2_31	h_y4_s2_32	h_y4_s2_33	h_y4_s2_34	h_y4_s2_35	h_y4_s2_36	h_y4_s2_37	h_y4_s2_38	h_y4_s2_39	h_y4_s2_40	h_y4_s2_41	h_y4_s2_99	h_y4_s2_0	h_y4_s3_	h_y4_s4	h_y5_m2	h_y5_m2_1	h_y5_m2_2	h_y5_m2_3	h_y5_m2_4	h_y5_m2_5	h_y5_m2_6	h_y5_m2_7	h_y5_m2_8	h_y5_m2_9	h_y5_m2_10	h_y5_m2_11	h_y5_m2_12	h_y5_m2_13	h_y5_m2_14	h_y5_m2_15	h_y5_m2_16	h_y5_m2_17	h_y5_m2_18	h_y5_m2_19	h_y5_m2_20	h_y5_m2_21	h_y5_m2_22	h_y5_m2_23	h_y5_m2_24	h_y5_m2_25	h_y5_m2_26	h_y5_m2_27	h_y5_m2_28	h_y5_m2_29	h_y5_m2_30	h_y5_m2_31	h_y5_m2_32	h_y5_m2_33	h_y5_m2_34	h_y5_m2_35	h_y5_m2_36	h_y5_m2_37	h_y5_m2_38	h_y5_m2_39	h_y5_m2_40	h_y5_m2_41	h_y5_m2_99	h_y5_m2_0	h_y5_m3_	h_y5_m4	h_y5_s2	h_y5_s2_1	h_y5_s2_2	h_y5_s2_3	h_y5_s2_4	h_y5_s2_5	h_y5_s2_6	h_y5_s2_7	h_y5_s2_8	h_y5_s2_9	h_y5_s2_10	h_y5_s2_11	h_y5_s2_12	h_y5_s2_13	h_y5_s2_14	h_y5_s2_15	h_y5_s2_16	h_y5_s2_17	h_y5_s2_18	h_y5_s2_19	h_y5_s2_20	h_y5_s2_21	h_y5_s2_22	h_y5_s2_23	h_y5_s2_24	h_y5_s2_25	h_y5_s2_26	h_y5_s2_27	h_y5_s2_28	h_y5_s2_29	h_y5_s2_30	h_y5_s2_31	h_y5_s2_32	h_y5_s2_33	h_y5_s2_34	h_y5_s2_35	h_y5_s2_36	h_y5_s2_37	h_y5_s2_38	h_y5_s2_39	h_y5_s2_40	h_y5_s2_41	h_y5_s2_99	h_y5_s2_0	h_y5_s3_	h_y5_s4	comments_focal	cc_bin	pp_bin	pc7	pc8	pi1_bin	pi1_cgrp	pi1_crop	pi2_bin	pi2_cgrp	pi2_crop	gpsq1	_gpsq1_latitude	_gpsq1_longitude	_gpsq1_altitude	_gpsq1_precision	q1_weeds	q1_stands	q1_cobs	q1_ridge_bin	q1_ridgeht	q1_row_bin	q1_rowdist	q1_plantdist	q1_statnum	q1_ncobs_ss	q1_wcobs_ss	q1_wstov_ss	q1_icnt1	q1_icnt2	q1_cobs_bc	q1_pp_nplants	q1_pprow_bin	q1ppmzrow_bin	q1pprowdist1	q1pprowdist2	q1pprowdist3	q1ppplantdist1	q1ppplantdist2	q1ppplantdist3	q1ppstatnum1	q1ppstatnum2	q1ppstatnum3	q1_pp_wgt	q1_pp_flower	q1_pp_pods	q1_pp_comments	gpsq2	_gpsq2_latitude	_gpsq2_longitude	_gpsq2_altitude	_gpsq2_precision	q2_weeds	q2_stands	q2_cobs	q2_ridge_bin	q2_ridgeht	q2_row_bin	q2_rowdist	q2_plantdist	q2_statnum	q2_ncobs_ss	q2_wcobs_ss	q2_wstov_ss	q2_icnt1	q2_icnt2	q2_cobs_bc	q2_pp_nplants	q2_pprow_bin	q2ppmzrow_bin	q2pprowdist1	q2pprowdist2	q2pprowdist3	q2ppplantdist1	q2ppplantdist2	q2ppplantdist3	q2ppstatnum1	q2ppstatnum2	q2ppstatnum3	q2_pp_wgt	q2_pp_flower	q2_pp_pods	q2_pp_comments	gpsq3	_gpsq3_latitude	_gpsq3_longitude	_gpsq3_altitude	_gpsq3_precision	q3_weeds	q3_stands	q3_cobs	q3_ridge_bin	q3_ridgeht	q3_row_bin	q3_rowdist	q3_plantdist	q3_statnum	q3_ncobs_ss	q3_wcobs_ss	q3_wstov_ss	q3_icnt1	q3_icnt2	q3_cobs_bc	q3_pp_nplants	q3_pprow_bin	q3ppmzrow_bin	q3pprowdist1	q3pprowdist2	q3pprowdist3	q3ppplantdist1	q3ppplantdist2	q3ppplantdist3	q3ppstatnum1	q3ppstatnum2	q3ppstatnum3	q3_pp_wgt	q3_pp_flower	q3_pp_pods	q3_pp_comments	cmp_stov_wt	cmp_stov_bc	cmp_pp_wt	cmp_pp_bc	soil_top_bc	soil_bot_bc	form_comments	start	end	deviceid	metainstanceid	metainstancename	fp_id	fp_uuid	fp_submission_time	fp_index	fp_parent_table_name	fp_parent_index	fp_tags	fp_notes	fp_version	fp_duration	fp_submitted_by
e09		s01		29-7-2017	1	N	N01	N0101	N010101	N01010101	2017	3	999	999	999	1	1	The same focal plot	1	1	0	TRUE	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1-1-1990	-99	0			2	3	30	0			0															1	11		1	3	1 6	1	0	0	0	0	1	0		1	1		98	1	cereals	maize	1	3	4	8	0																																			0						0																					1	1	1	30	8	1	1	135000	0	8	0									435000	12	0				1	0				1	0				1	0				1	0				1	0				5	0					0		5	5	0	0	0	0	1	0	0	0	0	2	2		1	3	3	1	1							2	150000			2	150000											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																																1	0	cereals	maize	0						***CONFIDENTIAL***	999	999	999	999	2	43	35	0		2			2	3	0.22	0.18			TZ17APS_mz_cobs-yHpeWPnE-1																	***CONFIDENTIAL***	999	999	999	999	3	72	37	0		2			2	3	0.44	0.36			TZ17APS_mz_cobs-TyXSmoVX-1																	***CONFIDENTIAL***	999	999	999	999	3	56	42	0		2			2	3	0.56	0.32			TZ17APS_mz_cobs-Yitv54fQ-1																	0.26	TZ17APS_mz_stov-fohrqO6M			TZ217APS_soil_TOP-Cwaf2wRW	TZ17APS_soil_BOT-urrKnHqv		2017-07-29T10:17:24.119+03	2017-07-29T12:40:09.869+03	64:db:43:f8:de:35	uuid:266deafe-20de-4a28-9f8c-24b143d481f9	TZAPS17_fp-N01010101-e09	18133006	266deafe-20de-4a28-9f8c-24b143d481f9	30-7-2017 20:20	569		-1			2.02E+11	8565	
e09		s01		28-7-2017	2	N	N01	N0101	N010101	N01010102	2017	1	999	999	999	1	1		1	1	0	TRUE	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1 6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	9	1-1-2008	-99	0			1	2	30	1	2		0															1	11		2	2	6	0	0	0	0	0	1	0		1	98		2	1	cereals	maize	2	3	1	7	1	legumes_oilseeds	beans	4	3	1	5	0																												0						0																					1	1	4	12	8	5	7	0	0	8	39				2	12	1	1	18	0	11	0				1	0				1	0				1	0				1	0				5	0				5	0					1	7		4	0	0	0	1	0	0	0	0	0	1	1		2	2	0	1	0	2	40000			2	40000																	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										1-1-2010	1																																																						1	0	1	0	1	0	1	0	1	0	1 9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1 9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																																1	0	cereals	maize	1	legumes_oilseeds	beans	0			***CONFIDENTIAL***	999	999	999	999	3	35	35	0		1	90	45	2	3	0.46	0.36			TZ17APS_mz_cobs-fga0Axxk-1																	***CONFIDENTIAL***	999	999	999	999	3	42	41	0		1	90	45	2	3	0.56	0.34			TZ17APS_mz_cobs-OYupmDX4-1																	***CONFIDENTIAL***	999	999	999	999	3	38	35	0		1	90	45	2	3	0.34	0.24			TZ17APS_mz_cobs-ViGBLmEd-1																	0.22	TZ17APS_mz_stov-OaEhDToy			TZ217APS_soil_TOP-aDr5QwJu	TZ17APS_soil_BOT-SmTqHzPV		2017-07-28T13:18:49.441+03	2017-07-28T21:58:58.765+03	64:db:43:f8:de:35	uuid:bb7d8080-9472-445f-bdb4-530e4b4ab00d	TZAPS17_fp-N01010102-e09	18097598	bb7d8080-9472-445f-bdb4-530e4b4ab00d	28-7-2017 19:15	553		-1			2.02E+11	31209	
e09		s01		28-7-2017	3	N	N01	N0101	N010101	N01010103	2017	3	999	999	999	1	1	The same focal plot	1	1	0	TRUE	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1-1-2000	-99	0			2	3	60	0			0															1	11		3	3	1 6	1	0	0	0	0	1	0		1	1		98	1	legumes_oilseeds	beans	1	4	3	7	0																																			0						0																					1	4	4	1	1	5	7	0	0	8	0									150000	12	0				1	0				1	0				1	0				1	0				1	0				5	0					0		5	5	0	0	0	0	1	0	0	0	0	1	1		1	3	0	1	1							2	105000															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																	1	0	1	0	1	0	1	0	1	0	1 9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1 8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															1 9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1																																															1 9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1																																															9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2																																															He did use chemical fertilizer	0	0	legumes_oilseeds	beans	0						***CONFIDENTIAL***	999	999	999	999																																***CONFIDENTIAL***	999	999	999	999																																***CONFIDENTIAL***	999	999	999	999																																				TZ217APS_soil_TOP-av0hP0A4	TZ17APS_soil_BOT-NIn0s95X	Auger restriction on 30cm	2017-07-28T15:31:02.173+03	2017-07-28T16:26:02.605+03	64:db:43:f8:de:35	uuid:2217c920-1882-45a1-8553-a4a01992284d	TZAPS17_fp-N01010103-e09	18097601	2217c920-1882-45a1-8553-a4a01992284d	28-7-2017 19:15	554		-1			2.02E+11	3300	
e05		s01		28-7-2017	2	N	N01	N0101	N010101	N01010104	2017	1	999	999	999	1	1		4	3	0	TRUE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1-1-1975	9	1	1	0	1	3	5	1	2		0															1	11		2	3	1 6	1	0	0	0	0	1	0		0			98	0																																										0						0																					1	99	4	0.99	99	99	99	0	0	99	0									0	1	0				1	0				1	0				1	0				1	0				1	0				1	0					0		1	9	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2																																															1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2																																															38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2																																															Next time it will better to talk with his son about this plot	0	0	vegetables	okra	0						***CONFIDENTIAL***	999	999	999	999																																***CONFIDENTIAL***	999	999	999	999																																***CONFIDENTIAL***	999	999	999	999																																				TZ217APS_soil_TOP-jZ6UOKHW	TZ17APS_soil_BOT-O3UwICBC		2017-07-28T13:55:48.352+03	2017-07-28T22:19:17.692+03	40:D3:AE:BA:2F:1C	uuid:9d11390a-03e7-4983-9470-c8f3056b5e01	TZAPS17_fp-N01010104-e05	18097678	9d11390a-03e7-4983-9470-c8f3056b5e01	28-7-2017 19:21	560		-1			2.02E+11	30209	
